LastTrackdt,VehId,VehNo,location.coordinates,location.type
2022-09-25T01:10:17.000Z,169,MH04-EP-836,"[72.969986,19.264721]",Point
2022-09-25T01:10:27.000Z,169,MH04-EP-836,"[72.969986,19.264721]",Point
2022-09-25T01:10:37.000Z,169,MH04-EP-836,"[72.969986,19.264721]",Point
2022-09-25T01:10:46.000Z,169,MH04-EP-836,"[72.969986,19.264721]",Point
2022-09-25T01:10:57.000Z,169,MH04-EP-836,"[72.969986,19.264721]",Point
2022-09-25T01:11:07.000Z,169,MH04-EP-836,"[72.969986,19.264721]",Point
2022-09-25T01:11:17.000Z,169,MH04-EP-836,"[72.969513,19.264585]",Point
2022-09-25T01:11:26.000Z,169,MH04-EP-836,"[72.968826,19.264231]",Point
2022-09-25T01:11:37.000Z,169,MH04-EP-836,"[72.968163,19.26387]",Point
2022-09-25T01:11:47.000Z,169,MH04-EP-836,"[72.968117,19.263821]",Point
2022-09-25T01:11:57.000Z,169,MH04-EP-836,"[72.968178,19.263613]",Point
2022-09-25T01:12:07.000Z,169,MH04-EP-836,"[72.968506,19.262926]",Point
2022-09-25T01:12:17.000Z,169,MH04-EP-836,"[72.968666,19.262547]",Point
2022-09-25T01:12:37.000Z,169,MH04-EP-836,"[72.969566,19.260246]",Point
2022-09-25T01:12:47.000Z,169,MH04-EP-836,"[72.970032,19.259108]",Point
2022-09-25T01:12:57.000Z,169,MH04-EP-836,"[72.970474,19.258026]",Point
2022-09-25T01:13:17.000Z,169,MH04-EP-836,"[72.971069,19.256483]",Point
2022-09-25T01:13:37.000Z,169,MH04-EP-836,"[72.971817,19.254658]",Point
2022-09-25T01:13:57.000Z,169,MH04-EP-836,"[72.972443,19.25297]",Point
2022-09-25T01:14:17.000Z,169,MH04-EP-836,"[72.97332,19.25098]",Point
2022-09-25T01:14:28.000Z,169,MH04-EP-836,"[72.974152,19.249693]",Point
2022-09-25T02:04:11.000Z,169,MH04-EP-836,"[72.975723,19.237419]",Point
2022-09-25T02:04:21.000Z,169,MH04-EP-836,"[72.975616,19.238672]",Point
2022-09-25T02:04:41.000Z,169,MH04-EP-836,"[72.975723,19.241856]",Point
2022-09-25T02:05:01.000Z,169,MH04-EP-836,"[72.975739,19.244474]",Point
2022-09-25T02:05:21.000Z,169,MH04-EP-836,"[72.975632,19.246572]",Point
2022-09-25T02:05:31.000Z,169,MH04-EP-836,"[72.975189,19.247692]",Point
2022-09-25T02:05:42.000Z,169,MH04-EP-836,"[72.974663,19.248594]",Point
2022-09-25T02:05:51.000Z,169,MH04-EP-836,"[72.974045,19.249462]",Point
2022-09-25T02:06:02.000Z,169,MH04-EP-836,"[72.973419,19.25049]",Point
2022-09-25T02:06:11.000Z,169,MH04-EP-836,"[72.972778,19.251545]",Point
2022-09-25T02:06:22.000Z,169,MH04-EP-836,"[72.972237,19.252909]",Point
2022-09-25T02:06:32.000Z,169,MH04-EP-836,"[72.972115,19.25321]",Point
2022-09-25T02:06:41.000Z,169,MH04-EP-836,"[72.972008,19.253473]",Point
2022-09-25T02:06:52.000Z,169,MH04-EP-836,"[72.971611,19.254488]",Point
2022-09-25T02:07:01.000Z,169,MH04-EP-836,"[72.971123,19.255629]",Point
2022-09-25T02:07:12.000Z,169,MH04-EP-836,"[72.970528,19.257172]",Point
2022-09-25T02:07:21.000Z,169,MH04-EP-836,"[72.970169,19.258036]",Point
2022-09-25T02:07:31.000Z,169,MH04-EP-836,"[72.969803,19.259106]",Point
2022-09-25T02:07:51.000Z,169,MH04-EP-836,"[72.96891,19.261217]",Point
2022-09-25T02:08:02.000Z,169,MH04-EP-836,"[72.968536,19.262089]",Point
2022-09-25T02:08:11.000Z,169,MH04-EP-836,"[72.968155,19.263079]",Point
2022-09-25T02:08:22.000Z,169,MH04-EP-836,"[72.967636,19.264418]",Point
2022-09-25T02:08:32.000Z,169,MH04-EP-836,"[72.967484,19.264692]",Point
2022-09-25T02:08:41.000Z,169,MH04-EP-836,"[72.967339,19.265043]",Point
2022-09-25T02:09:02.000Z,169,MH04-EP-836,"[72.967339,19.265028]",Point
2022-09-25T02:09:12.000Z,169,MH04-EP-836,"[72.967148,19.265652]",Point
2022-09-25T02:09:21.000Z,169,MH04-EP-836,"[72.96682,19.266592]",Point
2022-09-25T02:09:32.000Z,169,MH04-EP-836,"[72.966286,19.26792]",Point
2022-09-25T02:09:52.000Z,169,MH04-EP-836,"[72.965309,19.269653]",Point
2022-09-25T02:10:02.000Z,169,MH04-EP-836,"[72.965256,19.26992]",Point
2022-09-25T02:10:11.000Z,169,MH04-EP-836,"[72.965424,19.269823]",Point
2022-09-25T02:10:21.000Z,169,MH04-EP-836,"[72.965744,19.269297]",Point
2022-09-25T02:10:41.000Z,169,MH04-EP-836,"[72.966812,19.267159]",Point
2022-09-25T02:10:52.000Z,169,MH04-EP-836,"[72.967278,19.265972]",Point
2022-09-25T02:11:01.000Z,169,MH04-EP-836,"[72.967712,19.264914]",Point
2022-09-25T02:11:12.000Z,169,MH04-EP-836,"[72.968086,19.264006]",Point
2022-09-25T02:11:22.000Z,169,MH04-EP-836,"[72.968613,19.264212]",Point
2022-09-25T02:11:52.000Z,169,MH04-EP-836,"[72.96994,19.265024]",Point
2022-09-25T02:12:01.000Z,169,MH04-EP-836,"[72.969849,19.265125]",Point
2022-09-25T02:12:12.000Z,169,MH04-EP-836,"[72.969841,19.265133]",Point
2022-09-25T02:12:22.000Z,169,MH04-EP-836,"[72.969826,19.265207]",Point
2022-09-25T02:12:32.000Z,169,MH04-EP-836,"[72.969658,19.26545]",Point
2022-09-25T02:12:41.000Z,169,MH04-EP-836,"[72.969566,19.265589]",Point
2022-09-25T02:12:52.000Z,169,MH04-EP-836,"[72.969574,19.265594]",Point
2022-09-25T02:13:02.000Z,169,MH04-EP-836,"[72.969574,19.265594]",Point
2022-09-25T02:13:12.000Z,169,MH04-EP-836,"[72.969574,19.265594]",Point
2022-09-25T02:13:22.000Z,169,MH04-EP-836,"[72.969574,19.265594]",Point
2022-09-25T02:13:32.000Z,169,MH04-EP-836,"[72.969574,19.265594]",Point
2022-09-25T02:13:41.000Z,169,MH04-EP-836,"[72.969574,19.265594]",Point
2022-09-25T02:13:52.000Z,169,MH04-EP-836,"[72.969574,19.265594]",Point
2022-09-25T02:14:02.000Z,169,MH04-EP-836,"[72.969574,19.265594]",Point
2022-09-25T02:14:12.000Z,169,MH04-EP-836,"[72.969574,19.265594]",Point
2022-09-25T02:14:22.000Z,169,MH04-EP-836,"[72.969574,19.265594]",Point
2022-09-25T02:14:32.000Z,169,MH04-EP-836,"[72.969574,19.265594]",Point
2022-09-25T02:14:41.000Z,169,MH04-EP-836,"[72.969574,19.265594]",Point
2022-09-25T02:14:52.000Z,169,MH04-EP-836,"[72.969574,19.265594]",Point
2022-09-25T02:15:02.000Z,169,MH04-EP-836,"[72.969574,19.265594]",Point
2022-09-25T02:15:12.000Z,169,MH04-EP-836,"[72.969574,19.265594]",Point
2022-09-25T02:15:22.000Z,169,MH04-EP-836,"[72.969574,19.265594]",Point
2022-09-25T02:16:02.000Z,169,MH04-EP-836,"[72.969574,19.265594]",Point
2022-09-25T02:17:12.000Z,169,MH04-EP-836,"[72.969574,19.265617]",Point
2022-09-25T02:17:22.000Z,169,MH04-EP-836,"[72.969574,19.265617]",Point
2022-09-25T02:17:32.000Z,169,MH04-EP-836,"[72.969574,19.265617]",Point
2022-09-25T02:17:42.000Z,169,MH04-EP-836,"[72.969574,19.265617]",Point
2022-09-25T02:17:52.000Z,169,MH04-EP-836,"[72.969574,19.265617]",Point
2022-09-25T02:18:02.000Z,169,MH04-EP-836,"[72.969574,19.265617]",Point
2022-09-25T02:18:12.000Z,169,MH04-EP-836,"[72.969574,19.265617]",Point
2022-09-25T02:18:22.000Z,169,MH04-EP-836,"[72.969574,19.265617]",Point
2022-09-25T02:18:33.000Z,169,MH04-EP-836,"[72.969574,19.265617]",Point
2022-09-25T02:18:43.000Z,169,MH04-EP-836,"[72.969574,19.265617]",Point
2022-09-25T02:18:52.000Z,169,MH04-EP-836,"[72.969574,19.265617]",Point
2022-09-25T02:19:02.000Z,169,MH04-EP-836,"[72.969574,19.265617]",Point
2022-09-25T02:19:12.000Z,169,MH04-EP-836,"[72.969574,19.265617]",Point
2022-09-25T02:19:22.000Z,169,MH04-EP-836,"[72.969574,19.265617]",Point
2022-09-25T02:19:33.000Z,169,MH04-EP-836,"[72.969574,19.265617]",Point
2022-09-25T02:19:43.000Z,169,MH04-EP-836,"[72.969574,19.265617]",Point
2022-09-25T02:19:52.000Z,169,MH04-EP-836,"[72.969574,19.265617]",Point
2022-09-25T02:20:02.000Z,169,MH04-EP-836,"[72.969574,19.265617]",Point
2022-09-25T02:20:12.000Z,169,MH04-EP-836,"[72.969574,19.265617]",Point
2022-09-25T02:20:22.000Z,169,MH04-EP-836,"[72.969574,19.265617]",Point
2022-09-25T02:20:33.000Z,169,MH04-EP-836,"[72.969574,19.265617]",Point
2022-09-25T02:20:43.000Z,169,MH04-EP-836,"[72.969574,19.265617]",Point
2022-09-25T02:20:52.000Z,169,MH04-EP-836,"[72.969574,19.265617]",Point
2022-09-25T02:21:02.000Z,169,MH04-EP-836,"[72.969574,19.265617]",Point
2022-09-25T02:21:12.000Z,169,MH04-EP-836,"[72.969574,19.265617]",Point
2022-09-25T02:21:22.000Z,169,MH04-EP-836,"[72.969574,19.265617]",Point
2022-09-25T02:21:33.000Z,169,MH04-EP-836,"[72.969574,19.265617]",Point
2022-09-25T02:21:43.000Z,169,MH04-EP-836,"[72.969574,19.265617]",Point
2022-09-25T02:21:52.000Z,169,MH04-EP-836,"[72.969574,19.265617]",Point
2022-09-25T02:22:02.000Z,169,MH04-EP-836,"[72.969574,19.265617]",Point
2022-09-25T02:22:12.000Z,169,MH04-EP-836,"[72.969574,19.265617]",Point
2022-09-25T10:47:10.000Z,169,MH04-EP-836,"[72.969826,19.265593]",Point
2022-09-25T10:47:31.000Z,169,MH04-EP-836,"[72.969826,19.265593]",Point
2022-09-25T10:47:41.000Z,169,MH04-EP-836,"[72.969826,19.265593]",Point
2022-09-25T10:47:51.000Z,169,MH04-EP-836,"[72.969826,19.265593]",Point
2022-09-25T10:48:00.000Z,169,MH04-EP-836,"[72.969826,19.265593]",Point
2022-09-25T10:48:11.000Z,169,MH04-EP-836,"[72.969826,19.265593]",Point
2022-09-25T10:48:21.000Z,169,MH04-EP-836,"[72.969826,19.265593]",Point
2022-09-25T10:48:31.000Z,169,MH04-EP-836,"[72.969826,19.265593]",Point
2022-09-25T10:48:41.000Z,169,MH04-EP-836,"[72.969826,19.265593]",Point
2022-09-25T10:48:51.000Z,169,MH04-EP-836,"[72.969826,19.265593]",Point
2022-09-25T10:49:00.000Z,169,MH04-EP-836,"[72.969826,19.265593]",Point
2022-09-25T10:49:11.000Z,169,MH04-EP-836,"[72.969826,19.265593]",Point
2022-09-25T10:49:21.000Z,169,MH04-EP-836,"[72.969826,19.265593]",Point
2022-09-25T10:49:31.000Z,169,MH04-EP-836,"[72.969826,19.265593]",Point
2022-09-25T10:49:41.000Z,169,MH04-EP-836,"[72.969826,19.265593]",Point
2022-09-25T10:49:51.000Z,169,MH04-EP-836,"[72.969826,19.265593]",Point
2022-09-25T10:50:00.000Z,169,MH04-EP-836,"[72.969826,19.265593]",Point
2022-09-25T18:22:56.000Z,169,MH04-EP-836,"[72.97583,19.236214]",Point
2022-09-25T18:23:06.000Z,169,MH04-EP-836,"[72.9758,19.236771]",Point
2022-09-25T18:23:15.000Z,169,MH04-EP-836,"[72.975716,19.237476]",Point
2022-09-25T18:23:25.000Z,169,MH04-EP-836,"[72.975578,19.238525]",Point
2022-09-25T18:23:36.000Z,169,MH04-EP-836,"[72.975487,19.239557]",Point
2022-09-25T18:23:45.000Z,169,MH04-EP-836,"[72.975487,19.239889]",Point
2022-09-25T18:23:56.000Z,169,MH04-EP-836,"[72.97551,19.240498]",Point
2022-09-25T18:24:15.000Z,169,MH04-EP-836,"[72.97554,19.240883]",Point
2022-09-25T18:24:25.000Z,169,MH04-EP-836,"[72.975594,19.241316]",Point
2022-09-25T18:24:36.000Z,169,MH04-EP-836,"[72.9757,19.241913]",Point
2022-09-25T18:24:45.000Z,169,MH04-EP-836,"[72.975769,19.242607]",Point
2022-09-25T18:25:06.000Z,169,MH04-EP-836,"[72.975723,19.244415]",Point
2022-09-25T18:25:15.000Z,169,MH04-EP-836,"[72.975693,19.245201]",Point
2022-09-25T18:25:26.000Z,169,MH04-EP-836,"[72.97567,19.246094]",Point
2022-09-25T18:25:36.000Z,169,MH04-EP-836,"[72.975601,19.246847]",Point
2022-09-25T18:25:56.000Z,169,MH04-EP-836,"[72.975418,19.247301]",Point
2022-09-25T18:26:06.000Z,169,MH04-EP-836,"[72.975121,19.247746]",Point
2022-09-25T18:26:25.000Z,169,MH04-EP-836,"[72.974632,19.248556]",Point
2022-09-25T18:26:36.000Z,169,MH04-EP-836,"[72.97419,19.249163]",Point
2022-09-25T18:26:45.000Z,169,MH04-EP-836,"[72.973892,19.249681]",Point
2022-09-25T18:27:06.000Z,169,MH04-EP-836,"[72.973526,19.250383]",Point
2022-09-25T18:27:16.000Z,169,MH04-EP-836,"[72.97319,19.250807]",Point
2022-09-25T18:27:25.000Z,169,MH04-EP-836,"[72.972847,19.251263]",Point
2022-09-25T18:27:36.000Z,169,MH04-EP-836,"[72.972527,19.252043]",Point
2022-09-25T18:28:06.000Z,169,MH04-EP-836,"[72.972115,19.253183]",Point
2022-09-25T18:28:16.000Z,169,MH04-EP-836,"[72.972092,19.253225]",Point
2022-09-25T18:28:35.000Z,169,MH04-EP-836,"[72.971779,19.253958]",Point
2022-09-25T18:28:46.000Z,169,MH04-EP-836,"[72.971329,19.255131]",Point
2022-09-25T18:28:55.000Z,169,MH04-EP-836,"[72.970886,19.256317]",Point
2022-09-25T18:29:06.000Z,169,MH04-EP-836,"[72.970497,19.257259]",Point
2022-09-25T18:29:16.000Z,169,MH04-EP-836,"[72.9702,19.258022]",Point
2022-09-25T18:29:25.000Z,169,MH04-EP-836,"[72.969948,19.258738]",Point
2022-09-25T18:29:36.000Z,169,MH04-EP-836,"[72.969612,19.259502]",Point
2022-09-25T18:29:46.000Z,169,MH04-EP-836,"[72.969322,19.260107]",Point
2022-09-25T18:29:55.000Z,169,MH04-EP-836,"[72.969208,19.260521]",Point
2022-09-25T18:30:06.000Z,169,MH04-EP-836,"[72.969124,19.260637]",Point
2022-09-25T18:30:16.000Z,169,MH04-EP-836,"[72.968834,19.261377]",Point
2022-09-25T18:30:25.000Z,169,MH04-EP-836,"[72.968536,19.262096]",Point
2022-09-25T18:30:36.000Z,169,MH04-EP-836,"[72.968231,19.262829]",Point
2022-09-25T18:30:46.000Z,169,MH04-EP-836,"[72.968155,19.262995]",Point
2022-09-25T18:30:56.000Z,169,MH04-EP-836,"[72.967987,19.263462]",Point
2022-09-25T18:31:06.000Z,169,MH04-EP-836,"[72.967926,19.263573]",Point
2022-09-25T18:31:16.000Z,169,MH04-EP-836,"[72.967926,19.263571]",Point
2022-09-25T18:31:26.000Z,169,MH04-EP-836,"[72.967926,19.263571]",Point
2022-09-25T18:31:36.000Z,169,MH04-EP-836,"[72.967926,19.263571]",Point
2022-09-25T18:31:57.000Z,169,MH04-EP-836,"[72.967926,19.263571]",Point
2022-09-25T18:32:06.000Z,169,MH04-EP-836,"[72.967934,19.263578]",Point
2022-09-25T18:32:16.000Z,169,MH04-EP-836,"[72.967941,19.263582]",Point
2022-09-25T18:32:26.000Z,169,MH04-EP-836,"[72.967957,19.263622]",Point
2022-09-25T18:32:36.000Z,169,MH04-EP-836,"[72.967888,19.263838]",Point
2022-09-25T18:32:46.000Z,169,MH04-EP-836,"[72.967712,19.264273]",Point
2022-09-25T18:33:06.000Z,169,MH04-EP-836,"[72.967438,19.264837]",Point
2022-09-25T18:33:16.000Z,169,MH04-EP-836,"[72.967201,19.265425]",Point
2022-09-25T18:33:26.000Z,169,MH04-EP-836,"[72.966927,19.266136]",Point
2022-09-25T18:33:36.000Z,169,MH04-EP-836,"[72.966698,19.266825]",Point
2022-09-25T18:33:46.000Z,169,MH04-EP-836,"[72.966599,19.267096]",Point
2022-09-25T18:34:06.000Z,169,MH04-EP-836,"[72.965881,19.268593]",Point
2022-09-25T18:34:17.000Z,169,MH04-EP-836,"[72.965431,19.269342]",Point
2022-09-25T18:34:27.000Z,169,MH04-EP-836,"[72.965431,19.269386]",Point
2022-09-25T18:34:36.000Z,169,MH04-EP-836,"[72.965431,19.269386]",Point
2022-09-25T18:34:46.000Z,169,MH04-EP-836,"[72.965401,19.269459]",Point
2022-09-25T18:34:56.000Z,169,MH04-EP-836,"[72.96534,19.269608]",Point
2022-09-25T18:35:07.000Z,169,MH04-EP-836,"[72.965233,19.269745]",Point
2022-09-25T18:35:26.000Z,169,MH04-EP-836,"[72.965134,19.270132]",Point
2022-09-25T18:35:36.000Z,169,MH04-EP-836,"[72.965134,19.270132]",Point
2022-09-25T18:35:47.000Z,169,MH04-EP-836,"[72.965134,19.270132]",Point
2022-09-25T18:36:07.000Z,169,MH04-EP-836,"[72.965195,19.270172]",Point
2022-09-25T18:36:16.000Z,169,MH04-EP-836,"[72.965195,19.270172]",Point
2022-09-25T18:36:26.000Z,169,MH04-EP-836,"[72.965225,19.270243]",Point
2022-09-25T18:36:36.000Z,169,MH04-EP-836,"[72.965248,19.270218]",Point
2022-09-25T18:36:47.000Z,169,MH04-EP-836,"[72.965294,19.270275]",Point
2022-09-25T18:36:57.000Z,169,MH04-EP-836,"[72.965279,19.270285]",Point
2022-09-25T18:37:16.000Z,169,MH04-EP-836,"[72.965279,19.270287]",Point
2022-09-25T18:37:26.000Z,169,MH04-EP-836,"[72.965279,19.270287]",Point
2022-09-25T18:37:37.000Z,169,MH04-EP-836,"[72.965279,19.270287]",Point
2022-09-25T18:37:47.000Z,169,MH04-EP-836,"[72.965317,19.270348]",Point
2022-09-25T18:37:57.000Z,169,MH04-EP-836,"[72.965347,19.270374]",Point
2022-09-25T18:38:06.000Z,169,MH04-EP-836,"[72.965393,19.270456]",Point
2022-09-25T18:38:16.000Z,169,MH04-EP-836,"[72.965492,19.270494]",Point
2022-09-25T18:38:27.000Z,169,MH04-EP-836,"[72.965645,19.270588]",Point
2022-09-25T18:38:37.000Z,169,MH04-EP-836,"[72.965858,19.270735]",Point
2022-09-25T18:38:46.000Z,169,MH04-EP-836,"[72.966118,19.270809]",Point
2022-09-25T18:38:56.000Z,169,MH04-EP-836,"[72.966293,19.270882]",Point
2022-09-25T18:39:07.000Z,169,MH04-EP-836,"[72.966576,19.271023]",Point
2022-09-25T18:39:17.000Z,169,MH04-EP-836,"[72.966599,19.271109]",Point
2022-09-25T18:39:36.000Z,169,MH04-EP-836,"[72.966827,19.271097]",Point
2022-09-25T18:39:47.000Z,169,MH04-EP-836,"[72.966965,19.271103]",Point
2022-09-25T18:39:57.000Z,169,MH04-EP-836,"[72.967247,19.271116]",Point
2022-09-25T18:40:07.000Z,169,MH04-EP-836,"[72.967461,19.271126]",Point
2022-09-25T18:40:27.000Z,169,MH04-EP-836,"[72.967606,19.271097]",Point
2022-09-25T18:40:37.000Z,169,MH04-EP-836,"[72.967575,19.27104]",Point
2022-09-25T18:40:47.000Z,169,MH04-EP-836,"[72.96759,19.271034]",Point
2022-09-25T18:40:57.000Z,169,MH04-EP-836,"[72.96772,19.270954]",Point
2022-09-25T18:41:07.000Z,169,MH04-EP-836,"[72.968056,19.270868]",Point
2022-09-25T18:41:17.000Z,169,MH04-EP-836,"[72.968216,19.270844]",Point
2022-09-25T18:41:37.000Z,169,MH04-EP-836,"[72.968727,19.27076]",Point
2022-09-25T18:41:57.000Z,169,MH04-EP-836,"[72.969254,19.27063]",Point
2022-09-25T18:42:07.000Z,169,MH04-EP-836,"[72.969391,19.270603]",Point
2022-09-25T18:42:17.000Z,169,MH04-EP-836,"[72.969696,19.270714]",Point
2022-09-25T18:42:27.000Z,169,MH04-EP-836,"[72.970413,19.270514]",Point
2022-09-25T18:42:37.000Z,169,MH04-EP-836,"[72.970795,19.270487]",Point
2022-09-25T18:42:47.000Z,169,MH04-EP-836,"[72.971161,19.270487]",Point
2022-09-25T18:42:57.000Z,169,MH04-EP-836,"[72.971436,19.270422]",Point
2022-09-25T18:43:07.000Z,169,MH04-EP-836,"[72.971458,19.270351]",Point
2022-09-25T18:43:17.000Z,169,MH04-EP-836,"[72.971458,19.270351]",Point
2022-09-25T18:43:27.000Z,169,MH04-EP-836,"[72.971458,19.270351]",Point
2022-09-25T18:43:37.000Z,169,MH04-EP-836,"[72.971458,19.270351]",Point
2022-09-25T18:43:47.000Z,169,MH04-EP-836,"[72.971458,19.270351]",Point
2022-09-25T18:44:07.000Z,169,MH04-EP-836,"[72.971458,19.270351]",Point
2022-09-25T18:44:17.000Z,169,MH04-EP-836,"[72.971458,19.270214]",Point
2022-09-25T18:44:27.000Z,169,MH04-EP-836,"[72.971489,19.269629]",Point
2022-09-25T18:44:37.000Z,169,MH04-EP-836,"[72.971489,19.268923]",Point
2022-09-25T18:44:47.000Z,169,MH04-EP-836,"[72.971359,19.26848]",Point
2022-09-25T18:44:57.000Z,169,MH04-EP-836,"[72.971237,19.268007]",Point
2022-09-25T18:45:07.000Z,169,MH04-EP-836,"[72.971275,19.267702]",Point
2022-09-25T18:45:27.000Z,169,MH04-EP-836,"[72.972107,19.267447]",Point
2022-09-25T18:45:37.000Z,169,MH04-EP-836,"[72.972061,19.267242]",Point
2022-09-25T18:45:48.000Z,169,MH04-EP-836,"[72.97184,19.266752]",Point
2022-09-25T18:45:57.000Z,169,MH04-EP-836,"[72.971657,19.266584]",Point
2022-09-25T18:46:07.000Z,169,MH04-EP-836,"[72.971458,19.266027]",Point
2022-09-25T18:46:18.000Z,169,MH04-EP-836,"[72.971542,19.265429]",Point
2022-09-25T18:46:27.000Z,169,MH04-EP-836,"[72.971397,19.265278]",Point
2022-09-25T18:46:37.000Z,169,MH04-EP-836,"[72.970955,19.265232]",Point
2022-09-25T18:46:47.000Z,169,MH04-EP-836,"[72.970436,19.26507]",Point
2022-09-25T18:46:58.000Z,169,MH04-EP-836,"[72.970146,19.264973]",Point
2022-09-25T18:47:07.000Z,169,MH04-EP-836,"[72.969925,19.265013]",Point
2022-09-25T18:47:27.000Z,169,MH04-EP-836,"[72.969803,19.265139]",Point
2022-09-25T18:47:38.000Z,169,MH04-EP-836,"[72.969788,19.265135]",Point
2022-09-25T18:47:47.000Z,169,MH04-EP-836,"[72.969673,19.26548]",Point
2022-09-25T18:47:57.000Z,169,MH04-EP-836,"[72.969536,19.26577]",Point
2022-09-25T18:48:07.000Z,169,MH04-EP-836,"[72.969528,19.265972]",Point
2022-09-25T18:48:18.000Z,169,MH04-EP-836,"[72.969566,19.265944]",Point
2022-09-25T18:48:28.000Z,169,MH04-EP-836,"[72.969612,19.265932]",Point
2022-09-25T18:48:39.000Z,169,MH04-EP-836,"[72.969612,19.265924]",Point
2022-09-25T18:48:48.000Z,169,MH04-EP-836,"[72.969612,19.265924]",Point
2022-09-25T18:49:37.000Z,169,MH04-EP-836,"[72.969612,19.265924]",Point
2022-09-25T18:50:38.000Z,169,MH04-EP-836,"[72.969612,19.265924]",Point
2022-09-25T18:51:38.000Z,169,MH04-EP-836,"[72.969612,19.265924]",Point
2022-09-25T18:53:38.000Z,169,MH04-EP-836,"[72.969612,19.265924]",Point
2022-09-25T18:54:38.000Z,169,MH04-EP-836,"[72.969612,19.265924]",Point
2022-09-25T18:55:38.000Z,169,MH04-EP-836,"[72.969612,19.265924]",Point
2022-09-25T18:56:38.000Z,169,MH04-EP-836,"[72.969612,19.265924]",Point
2022-09-25T18:57:38.000Z,169,MH04-EP-836,"[72.969612,19.265924]",Point
2022-09-25T18:59:38.000Z,169,MH04-EP-836,"[72.969612,19.265924]",Point
2022-09-25T19:00:38.000Z,169,MH04-EP-836,"[72.969612,19.265924]",Point
2022-09-25T19:01:38.000Z,169,MH04-EP-836,"[72.969505,19.265902]",Point
2022-09-25T19:02:38.000Z,169,MH04-EP-836,"[72.969589,19.265947]",Point
2022-09-25T19:03:38.000Z,169,MH04-EP-836,"[72.969582,19.26594]",Point
2022-09-25T19:04:38.000Z,169,MH04-EP-836,"[72.969582,19.26594]",Point
2022-09-25T19:05:39.000Z,169,MH04-EP-836,"[72.969582,19.26594]",Point
2022-09-25T19:06:00.000Z,169,MH04-EP-836,"[72.969582,19.26594]",Point
2022-09-25T19:06:10.000Z,169,MH04-EP-836,"[72.969589,19.265982]",Point
2022-09-25T19:06:20.000Z,169,MH04-EP-836,"[72.969589,19.265985]",Point
2022-09-25T19:06:30.000Z,169,MH04-EP-836,"[72.969582,19.265957]",Point
2022-09-25T19:06:40.000Z,169,MH04-EP-836,"[72.969391,19.265858]",Point
2022-09-25T19:06:49.000Z,169,MH04-EP-836,"[72.96933,19.265682]",Point
2022-09-25T19:07:00.000Z,169,MH04-EP-836,"[72.969475,19.265699]",Point
2022-09-25T19:07:10.000Z,169,MH04-EP-836,"[72.969475,19.265745]",Point
2022-09-25T19:07:20.000Z,169,MH04-EP-836,"[72.969406,19.265715]",Point
2022-09-25T19:07:30.000Z,169,MH04-EP-836,"[72.969391,19.265673]",Point
2022-09-25T19:07:40.000Z,169,MH04-EP-836,"[72.969398,19.265673]",Point
2022-09-25T19:07:50.000Z,169,MH04-EP-836,"[72.969398,19.265673]",Point
2022-09-25T19:08:00.000Z,169,MH04-EP-836,"[72.969398,19.265673]",Point
2022-09-25T19:08:10.000Z,169,MH04-EP-836,"[72.969398,19.265673]",Point
2022-09-25T19:08:30.000Z,169,MH04-EP-836,"[72.969398,19.265673]",Point
2022-09-25T19:08:40.000Z,169,MH04-EP-836,"[72.969398,19.265673]",Point
2022-09-25T19:08:50.000Z,169,MH04-EP-836,"[72.969398,19.265673]",Point
2022-09-25T19:09:00.000Z,169,MH04-EP-836,"[72.969398,19.265673]",Point
2022-09-25T19:09:10.000Z,169,MH04-EP-836,"[72.969398,19.265673]",Point
2022-09-25T19:09:20.000Z,169,MH04-EP-836,"[72.969398,19.265673]",Point
2022-09-25T19:09:30.000Z,169,MH04-EP-836,"[72.969398,19.265673]",Point
2022-09-25T19:09:41.000Z,169,MH04-EP-836,"[72.969398,19.265673]",Point
2022-09-25T19:09:50.000Z,169,MH04-EP-836,"[72.969398,19.265673]",Point
2022-09-25T19:10:00.000Z,169,MH04-EP-836,"[72.969398,19.265673]",Point
2022-09-25T19:10:10.000Z,169,MH04-EP-836,"[72.969398,19.265673]",Point
2022-09-25T19:10:30.000Z,169,MH04-EP-836,"[72.969398,19.265673]",Point
2022-09-25T19:10:41.000Z,169,MH04-EP-836,"[72.969398,19.265673]",Point
2022-09-25T19:10:50.000Z,169,MH04-EP-836,"[72.969398,19.265673]",Point
2022-09-25T19:11:00.000Z,169,MH04-EP-836,"[72.969398,19.265673]",Point
2022-09-25T19:11:10.000Z,169,MH04-EP-836,"[72.969398,19.265673]",Point
2022-09-25T19:11:20.000Z,169,MH04-EP-836,"[72.969398,19.265673]",Point
2022-09-25T19:11:30.000Z,169,MH04-EP-836,"[72.969398,19.265673]",Point
2022-09-25T19:11:41.000Z,169,MH04-EP-836,"[72.969398,19.265673]",Point
2022-09-25T19:11:50.000Z,169,MH04-EP-836,"[72.969398,19.265673]",Point
2022-09-25T19:12:00.000Z,169,MH04-EP-836,"[72.969398,19.265673]",Point
2022-09-25T19:12:10.000Z,169,MH04-EP-836,"[72.969398,19.265673]",Point
2022-09-25T19:12:20.000Z,169,MH04-EP-836,"[72.969398,19.265673]",Point
2022-09-25T19:12:31.000Z,169,MH04-EP-836,"[72.969398,19.265673]",Point
