LastTrackdt,VehId,VehNo,location.coordinates,location.type
2022-09-28T17:36:53.000Z,169,MH04-EP-836,"[72.975662,19.187008]",Point
2022-09-28T17:37:03.000Z,169,MH04-EP-836,"[72.97567,19.18701]",Point
2022-09-28T17:37:13.000Z,169,MH04-EP-836,"[72.975677,19.187012]",Point
2022-09-28T17:37:23.000Z,169,MH04-EP-836,"[72.975677,19.187012]",Point
2022-09-28T17:37:43.000Z,169,MH04-EP-836,"[72.975677,19.187012]",Point
2022-09-28T17:38:03.000Z,169,MH04-EP-836,"[72.975677,19.187012]",Point
2022-09-28T17:38:13.000Z,169,MH04-EP-836,"[72.975677,19.187012]",Point
2022-09-28T17:38:23.000Z,169,MH04-EP-836,"[72.975693,19.186996]",Point
2022-09-28T17:38:43.000Z,169,MH04-EP-836,"[72.9757,19.186993]",Point
2022-09-28T17:38:54.000Z,169,MH04-EP-836,"[72.9757,19.186993]",Point
2022-09-28T17:39:03.000Z,169,MH04-EP-836,"[72.9757,19.186993]",Point
2022-09-28T17:39:13.000Z,169,MH04-EP-836,"[72.9757,19.186993]",Point
2022-09-28T17:39:23.000Z,169,MH04-EP-836,"[72.9757,19.186993]",Point
2022-09-28T17:39:33.000Z,169,MH04-EP-836,"[72.9757,19.186993]",Point
2022-09-28T17:39:43.000Z,169,MH04-EP-836,"[72.9757,19.186993]",Point
2022-09-28T17:39:54.000Z,169,MH04-EP-836,"[72.9757,19.186993]",Point
2022-09-28T17:40:03.000Z,169,MH04-EP-836,"[72.9757,19.186993]",Point
2022-09-28T17:40:13.000Z,169,MH04-EP-836,"[72.9757,19.186993]",Point
2022-09-28T17:40:23.000Z,169,MH04-EP-836,"[72.9757,19.186993]",Point
2022-09-28T17:40:33.000Z,169,MH04-EP-836,"[72.9757,19.186993]",Point
2022-09-28T17:40:44.000Z,169,MH04-EP-836,"[72.9757,19.186993]",Point
2022-09-28T17:40:54.000Z,169,MH04-EP-836,"[72.9757,19.186993]",Point
2022-09-28T17:41:03.000Z,169,MH04-EP-836,"[72.9757,19.186993]",Point
2022-09-28T17:41:13.000Z,169,MH04-EP-836,"[72.9757,19.186993]",Point
2022-09-28T17:41:23.000Z,169,MH04-EP-836,"[72.9757,19.186993]",Point
2022-09-28T17:41:33.000Z,169,MH04-EP-836,"[72.9757,19.186993]",Point
2022-09-28T17:41:44.000Z,169,MH04-EP-836,"[72.9757,19.186993]",Point
2022-09-28T17:41:54.000Z,169,MH04-EP-836,"[72.975677,19.187014]",Point
2022-09-28T17:42:03.000Z,169,MH04-EP-836,"[72.975677,19.187014]",Point
2022-09-28T17:42:13.000Z,169,MH04-EP-836,"[72.975677,19.187014]",Point
2022-09-28T17:42:44.000Z,169,MH04-EP-836,"[72.975677,19.187014]",Point
2022-09-28T17:43:13.000Z,169,MH04-EP-836,"[72.975677,19.187014]",Point
2022-09-28T17:43:34.000Z,169,MH04-EP-836,"[72.975677,19.187014]",Point
2022-09-28T17:43:54.000Z,169,MH04-EP-836,"[72.975677,19.187014]",Point
2022-09-28T17:44:03.000Z,169,MH04-EP-836,"[72.975677,19.187014]",Point
2022-09-28T17:44:13.000Z,169,MH04-EP-836,"[72.975677,19.187014]",Point
2022-09-28T17:44:24.000Z,169,MH04-EP-836,"[72.975677,19.187014]",Point
2022-09-28T17:44:34.000Z,169,MH04-EP-836,"[72.97567,19.187019]",Point
2022-09-28T17:44:44.000Z,169,MH04-EP-836,"[72.97567,19.187019]",Point
2022-09-28T17:44:54.000Z,169,MH04-EP-836,"[72.97567,19.187019]",Point
2022-09-28T17:45:03.000Z,169,MH04-EP-836,"[72.97567,19.187019]",Point
2022-09-28T17:45:13.000Z,169,MH04-EP-836,"[72.97567,19.187019]",Point
2022-09-28T17:45:24.000Z,169,MH04-EP-836,"[72.97567,19.187019]",Point
2022-09-28T17:45:34.000Z,169,MH04-EP-836,"[72.97567,19.187019]",Point
2022-09-28T17:45:44.000Z,169,MH04-EP-836,"[72.97567,19.187019]",Point
2022-09-28T17:45:54.000Z,169,MH04-EP-836,"[72.97567,19.187019]",Point
2022-09-28T17:46:03.000Z,169,MH04-EP-836,"[72.97567,19.187019]",Point
2022-09-28T17:46:24.000Z,169,MH04-EP-836,"[72.97567,19.187019]",Point
2022-09-28T17:46:34.000Z,169,MH04-EP-836,"[72.97567,19.187019]",Point
2022-09-28T17:46:44.000Z,169,MH04-EP-836,"[72.97567,19.187019]",Point
2022-09-28T17:46:54.000Z,169,MH04-EP-836,"[72.97567,19.187019]",Point
2022-09-28T17:47:03.000Z,169,MH04-EP-836,"[72.97567,19.187019]",Point
2022-09-28T17:47:14.000Z,169,MH04-EP-836,"[72.97567,19.187019]",Point
2022-09-28T17:47:24.000Z,169,MH04-EP-836,"[72.97567,19.187019]",Point
2022-09-28T17:47:34.000Z,169,MH04-EP-836,"[72.97567,19.187019]",Point
2022-09-28T17:47:44.000Z,169,MH04-EP-836,"[72.97567,19.187019]",Point
2022-09-28T17:48:03.000Z,169,MH04-EP-836,"[72.97567,19.187019]",Point
2022-09-28T17:48:14.000Z,169,MH04-EP-836,"[72.97567,19.187019]",Point
2022-09-28T17:48:24.000Z,169,MH04-EP-836,"[72.97567,19.187019]",Point
2022-09-28T17:48:34.000Z,169,MH04-EP-836,"[72.97567,19.187019]",Point
2022-09-28T17:48:44.000Z,169,MH04-EP-836,"[72.97567,19.187019]",Point
2022-09-28T17:48:54.000Z,169,MH04-EP-836,"[72.97567,19.187019]",Point
2022-09-28T17:49:04.000Z,169,MH04-EP-836,"[72.97567,19.187019]",Point
2022-09-28T17:49:14.000Z,169,MH04-EP-836,"[72.97567,19.187019]",Point
2022-09-28T17:49:24.000Z,169,MH04-EP-836,"[72.97567,19.187019]",Point
2022-09-28T17:49:34.000Z,169,MH04-EP-836,"[72.97567,19.187019]",Point
2022-09-28T17:49:44.000Z,169,MH04-EP-836,"[72.97567,19.187019]",Point
2022-09-28T17:49:54.000Z,169,MH04-EP-836,"[72.97567,19.187019]",Point
2022-09-28T17:50:03.000Z,169,MH04-EP-836,"[72.97567,19.187019]",Point
2022-09-28T17:50:14.000Z,169,MH04-EP-836,"[72.975685,19.186993]",Point
2022-09-28T17:50:24.000Z,169,MH04-EP-836,"[72.975685,19.186993]",Point
2022-09-28T17:50:34.000Z,169,MH04-EP-836,"[72.9757,19.187016]",Point
2022-09-28T17:50:44.000Z,169,MH04-EP-836,"[72.9757,19.187016]",Point
2022-09-28T17:50:54.000Z,169,MH04-EP-836,"[72.975784,19.186941]",Point
2022-09-28T17:51:04.000Z,169,MH04-EP-836,"[72.975784,19.186941]",Point
2022-09-28T17:51:14.000Z,169,MH04-EP-836,"[72.975838,19.186928]",Point
2022-09-28T17:51:24.000Z,169,MH04-EP-836,"[72.975853,19.186934]",Point
2022-09-28T17:51:34.000Z,169,MH04-EP-836,"[72.975723,19.186935]",Point
2022-09-28T17:51:45.000Z,169,MH04-EP-836,"[72.975723,19.186934]",Point
2022-09-28T17:51:54.000Z,169,MH04-EP-836,"[72.975723,19.186934]",Point
2022-09-28T17:52:04.000Z,169,MH04-EP-836,"[72.975723,19.186934]",Point
2022-09-28T17:52:14.000Z,169,MH04-EP-836,"[72.975723,19.186934]",Point
2022-09-28T17:52:24.000Z,169,MH04-EP-836,"[72.975655,19.187019]",Point
2022-09-28T17:52:35.000Z,169,MH04-EP-836,"[72.975662,19.187042]",Point
2022-09-28T17:52:45.000Z,169,MH04-EP-836,"[72.975525,19.187061]",Point
2022-09-28T17:52:54.000Z,169,MH04-EP-836,"[72.975098,19.186855]",Point
2022-09-28T17:53:04.000Z,169,MH04-EP-836,"[72.974625,19.186733]",Point
2022-09-28T17:53:15.000Z,169,MH04-EP-836,"[72.974464,19.186762]",Point
2022-09-28T17:53:34.000Z,169,MH04-EP-836,"[72.974136,19.186832]",Point
2022-09-28T17:53:55.000Z,169,MH04-EP-836,"[72.973671,19.186905]",Point
2022-09-28T17:54:05.000Z,169,MH04-EP-836,"[72.97348,19.186954]",Point
2022-09-28T17:54:14.000Z,169,MH04-EP-836,"[72.973366,19.187042]",Point
2022-09-28T17:54:24.000Z,169,MH04-EP-836,"[72.973167,19.187199]",Point
2022-09-28T17:54:35.000Z,169,MH04-EP-836,"[72.972984,19.187473]",Point
2022-09-28T17:54:45.000Z,169,MH04-EP-836,"[72.972916,19.187517]",Point
2022-09-28T17:54:55.000Z,169,MH04-EP-836,"[72.972916,19.187494]",Point
2022-09-28T17:55:04.000Z,169,MH04-EP-836,"[72.972954,19.187498]",Point
2022-09-28T17:55:15.000Z,169,MH04-EP-836,"[72.972916,19.187498]",Point
2022-09-28T17:55:25.000Z,169,MH04-EP-836,"[72.972878,19.187485]",Point
2022-09-28T17:55:35.000Z,169,MH04-EP-836,"[72.972847,19.187511]",Point
2022-09-28T17:55:44.000Z,169,MH04-EP-836,"[72.972832,19.187662]",Point
2022-09-28T17:55:54.000Z,169,MH04-EP-836,"[72.972992,19.187777]",Point
2022-09-28T17:56:05.000Z,169,MH04-EP-836,"[72.972862,19.187922]",Point
2022-09-28T17:56:15.000Z,169,MH04-EP-836,"[72.972557,19.187862]",Point
2022-09-28T17:56:25.000Z,169,MH04-EP-836,"[72.97245,19.187853]",Point
2022-09-28T17:56:34.000Z,169,MH04-EP-836,"[72.972374,19.187859]",Point
2022-09-28T17:56:44.000Z,169,MH04-EP-836,"[72.972275,19.187876]",Point
2022-09-28T17:56:54.000Z,169,MH04-EP-836,"[72.97226,19.187881]",Point
2022-09-28T17:57:05.000Z,169,MH04-EP-836,"[72.972252,19.187826]",Point
2022-09-28T17:57:15.000Z,169,MH04-EP-836,"[72.972206,19.187838]",Point
2022-09-28T17:57:24.000Z,169,MH04-EP-836,"[72.972206,19.187838]",Point
2022-09-28T17:57:35.000Z,169,MH04-EP-836,"[72.972122,19.187922]",Point
2022-09-28T17:57:45.000Z,169,MH04-EP-836,"[72.972137,19.18787]",Point
2022-09-28T17:57:55.000Z,169,MH04-EP-836,"[72.972092,19.187868]",Point
2022-09-28T17:58:05.000Z,169,MH04-EP-836,"[72.971931,19.187815]",Point
2022-09-28T17:58:15.000Z,169,MH04-EP-836,"[72.971863,19.187807]",Point
2022-09-28T17:58:25.000Z,169,MH04-EP-836,"[72.971794,19.187742]",Point
2022-09-28T17:58:35.000Z,169,MH04-EP-836,"[72.971687,19.18774]",Point
2022-09-28T17:58:45.000Z,169,MH04-EP-836,"[72.971603,19.18774]",Point
2022-09-28T17:59:05.000Z,169,MH04-EP-836,"[72.971283,19.187529]",Point
2022-09-28T17:59:25.000Z,169,MH04-EP-836,"[72.971046,19.187332]",Point
2022-09-28T17:59:35.000Z,169,MH04-EP-836,"[72.970932,19.187298]",Point
2022-09-28T17:59:45.000Z,169,MH04-EP-836,"[72.970795,19.187233]",Point
2022-09-28T17:59:55.000Z,169,MH04-EP-836,"[72.97065,19.18716]",Point
2022-09-28T18:00:05.000Z,169,MH04-EP-836,"[72.970497,19.187145]",Point
2022-09-28T18:00:15.000Z,169,MH04-EP-836,"[72.970421,19.187138]",Point
2022-09-28T18:00:24.000Z,169,MH04-EP-836,"[72.970322,19.187077]",Point
2022-09-28T18:00:35.000Z,169,MH04-EP-836,"[72.970291,19.187048]",Point
2022-09-28T18:00:55.000Z,169,MH04-EP-836,"[72.970154,19.187105]",Point
2022-09-28T18:01:06.000Z,169,MH04-EP-836,"[72.969971,19.187071]",Point
2022-09-28T18:01:15.000Z,169,MH04-EP-836,"[72.969704,19.187128]",Point
2022-09-28T18:01:25.000Z,169,MH04-EP-836,"[72.969482,19.187136]",Point
2022-09-28T18:01:46.000Z,169,MH04-EP-836,"[72.968872,19.187292]",Point
2022-09-28T18:01:55.000Z,169,MH04-EP-836,"[72.968575,19.187386]",Point
2022-09-28T18:02:05.000Z,169,MH04-EP-836,"[72.968292,19.187452]",Point
2022-09-28T18:02:15.000Z,169,MH04-EP-836,"[72.967781,19.1875]",Point
2022-09-28T18:02:45.000Z,169,MH04-EP-836,"[72.966522,19.187613]",Point
2022-09-28T18:03:05.000Z,169,MH04-EP-836,"[72.965767,19.187756]",Point
2022-09-28T18:03:36.000Z,169,MH04-EP-836,"[72.965446,19.187912]",Point
2022-09-28T18:04:05.000Z,169,MH04-EP-836,"[72.965446,19.187912]",Point
2022-09-28T18:04:26.000Z,169,MH04-EP-836,"[72.964996,19.188011]",Point
2022-09-28T18:04:45.000Z,169,MH04-EP-836,"[72.964325,19.188187]",Point
2022-09-28T18:05:15.000Z,169,MH04-EP-836,"[72.964302,19.188211]",Point
2022-09-28T18:05:46.000Z,169,MH04-EP-836,"[72.964203,19.188257]",Point
2022-09-28T18:06:05.000Z,169,MH04-EP-836,"[72.964203,19.188257]",Point
2022-09-28T18:06:15.000Z,169,MH04-EP-836,"[72.964203,19.188257]",Point
2022-09-28T18:06:35.000Z,169,MH04-EP-836,"[72.964203,19.188257]",Point
2022-09-28T18:06:56.000Z,169,MH04-EP-836,"[72.963982,19.18828]",Point
2022-09-28T18:07:05.000Z,169,MH04-EP-836,"[72.963898,19.188299]",Point
2022-09-28T18:07:15.000Z,169,MH04-EP-836,"[72.963737,19.18837]",Point
2022-09-28T18:07:26.000Z,169,MH04-EP-836,"[72.963364,19.188627]",Point
2022-09-28T18:07:36.000Z,169,MH04-EP-836,"[72.96328,19.188959]",Point
2022-09-28T18:07:45.000Z,169,MH04-EP-836,"[72.963226,19.189438]",Point
2022-09-28T18:07:55.000Z,169,MH04-EP-836,"[72.963173,19.189749]",Point
2022-09-28T18:10:46.000Z,169,MH04-EP-836,"[72.96273,19.198355]",Point
2022-09-28T18:10:55.000Z,169,MH04-EP-836,"[72.962837,19.198545]",Point
2022-09-28T18:11:05.000Z,169,MH04-EP-836,"[72.962959,19.198803]",Point
2022-09-28T18:11:16.000Z,169,MH04-EP-836,"[72.96302,19.198948]",Point
2022-09-28T18:11:26.000Z,169,MH04-EP-836,"[72.963066,19.199013]",Point
2022-09-28T18:11:56.000Z,169,MH04-EP-836,"[72.963081,19.199097]",Point
2022-09-28T18:12:16.000Z,169,MH04-EP-836,"[72.963066,19.199116]",Point
2022-09-28T18:12:46.000Z,169,MH04-EP-836,"[72.963066,19.199116]",Point
2022-09-28T18:13:06.000Z,169,MH04-EP-836,"[72.963318,19.19944]",Point
2022-09-28T18:13:26.000Z,169,MH04-EP-836,"[72.964111,19.200232]",Point
2022-09-28T18:13:56.000Z,169,MH04-EP-836,"[72.965286,19.201321]",Point
2022-09-28T18:14:16.000Z,169,MH04-EP-836,"[72.966705,19.202644]",Point
2022-09-28T18:15:06.000Z,169,MH04-EP-836,"[72.968315,19.204121]",Point
2022-09-28T18:15:26.000Z,169,MH04-EP-836,"[72.968491,19.204363]",Point
2022-09-28T18:15:56.000Z,169,MH04-EP-836,"[72.968491,19.204363]",Point
2022-09-28T18:16:06.000Z,169,MH04-EP-836,"[72.968491,19.204363]",Point
2022-09-28T18:16:26.000Z,169,MH04-EP-836,"[72.968491,19.204363]",Point
2022-09-28T18:16:56.000Z,169,MH04-EP-836,"[72.968536,19.204411]",Point
2022-09-28T18:17:06.000Z,169,MH04-EP-836,"[72.96875,19.204576]",Point
2022-09-28T18:17:16.000Z,169,MH04-EP-836,"[72.9692,19.205]",Point
2022-09-28T18:17:36.000Z,169,MH04-EP-836,"[72.970436,19.206238]",Point
2022-09-28T18:17:46.000Z,169,MH04-EP-836,"[72.971092,19.206898]",Point
2022-09-28T18:18:06.000Z,169,MH04-EP-836,"[72.972588,19.208336]",Point
2022-09-28T18:18:26.000Z,169,MH04-EP-836,"[72.973221,19.208944]",Point
2022-09-28T18:18:36.000Z,169,MH04-EP-836,"[72.973343,19.209106]",Point
2022-09-28T18:18:46.000Z,169,MH04-EP-836,"[72.973763,19.209532]",Point
2022-09-28T18:18:56.000Z,169,MH04-EP-836,"[72.973984,19.209749]",Point
2022-09-28T18:19:06.000Z,169,MH04-EP-836,"[72.974342,19.210096]",Point
2022-09-28T18:19:16.000Z,169,MH04-EP-836,"[72.974846,19.210594]",Point
2022-09-28T18:19:36.000Z,169,MH04-EP-836,"[72.975929,19.211693]",Point
2022-09-28T18:19:46.000Z,169,MH04-EP-836,"[72.976151,19.211842]",Point
2022-09-28T18:19:57.000Z,169,MH04-EP-836,"[72.976585,19.212292]",Point
2022-09-28T18:20:06.000Z,169,MH04-EP-836,"[72.976982,19.212667]",Point
2022-09-28T18:20:27.000Z,169,MH04-EP-836,"[72.97747,19.213785]",Point
2022-09-28T18:20:36.000Z,169,MH04-EP-836,"[72.977554,19.21417]",Point
2022-09-28T18:20:46.000Z,169,MH04-EP-836,"[72.977554,19.214199]",Point
2022-09-28T18:20:56.000Z,169,MH04-EP-836,"[72.977577,19.214294]",Point
2022-09-28T18:21:06.000Z,169,MH04-EP-836,"[72.977615,19.214788]",Point
2022-09-28T18:21:16.000Z,169,MH04-EP-836,"[72.977654,19.215347]",Point
2022-09-28T18:21:37.000Z,169,MH04-EP-836,"[72.977882,19.216345]",Point
2022-09-28T18:21:56.000Z,169,MH04-EP-836,"[72.97802,19.21715]",Point
2022-09-28T18:22:16.000Z,169,MH04-EP-836,"[72.977997,19.21752]",Point
2022-09-28T18:22:26.000Z,169,MH04-EP-836,"[72.977982,19.217594]",Point
2022-09-28T18:22:36.000Z,169,MH04-EP-836,"[72.977989,19.217699]",Point
2022-09-28T18:22:47.000Z,169,MH04-EP-836,"[72.977959,19.217873]",Point
2022-09-28T18:22:57.000Z,169,MH04-EP-836,"[72.977989,19.217979]",Point
2022-09-28T18:23:06.000Z,169,MH04-EP-836,"[72.977997,19.218073]",Point
2022-09-28T18:23:16.000Z,169,MH04-EP-836,"[72.977997,19.218218]",Point
2022-09-28T18:23:27.000Z,169,MH04-EP-836,"[72.977974,19.218449]",Point
2022-09-28T18:23:37.000Z,169,MH04-EP-836,"[72.977943,19.218702]",Point
2022-09-28T18:23:46.000Z,169,MH04-EP-836,"[72.977928,19.218821]",Point
2022-09-28T18:24:07.000Z,169,MH04-EP-836,"[72.977814,19.219629]",Point
2022-09-28T18:24:16.000Z,169,MH04-EP-836,"[72.977715,19.220186]",Point
2022-09-28T18:24:26.000Z,169,MH04-EP-836,"[72.97773,19.220562]",Point
2022-09-28T18:24:47.000Z,169,MH04-EP-836,"[72.977684,19.221197]",Point
2022-09-28T18:25:17.000Z,169,MH04-EP-836,"[72.977562,19.222235]",Point
2022-09-28T18:25:36.000Z,169,MH04-EP-836,"[72.977509,19.222742]",Point
2022-09-28T18:26:07.000Z,169,MH04-EP-836,"[72.977409,19.22368]",Point
2022-09-28T18:26:27.000Z,169,MH04-EP-836,"[72.977257,19.22444]",Point
2022-09-28T18:26:37.000Z,169,MH04-EP-836,"[72.977196,19.224987]",Point
2022-09-28T18:26:46.000Z,169,MH04-EP-836,"[72.977135,19.225571]",Point
2022-09-28T18:27:17.000Z,169,MH04-EP-836,"[72.976807,19.228544]",Point
2022-09-28T18:27:27.000Z,169,MH04-EP-836,"[72.976738,19.229099]",Point
2022-09-28T18:27:36.000Z,169,MH04-EP-836,"[72.976707,19.229418]",Point
2022-09-28T18:27:47.000Z,169,MH04-EP-836,"[72.976601,19.229967]",Point
2022-09-28T18:27:57.000Z,169,MH04-EP-836,"[72.97657,19.230183]",Point
2022-09-28T18:28:07.000Z,169,MH04-EP-836,"[72.976509,19.230812]",Point
2022-09-28T18:28:17.000Z,169,MH04-EP-836,"[72.976486,19.231192]",Point
2022-09-28T18:28:27.000Z,169,MH04-EP-836,"[72.976372,19.231815]",Point
2022-09-28T18:28:37.000Z,169,MH04-EP-836,"[72.976295,19.232498]",Point
2022-09-28T18:28:47.000Z,169,MH04-EP-836,"[72.976295,19.232864]",Point
2022-09-28T18:28:57.000Z,169,MH04-EP-836,"[72.976219,19.233446]",Point
2022-09-28T18:29:07.000Z,169,MH04-EP-836,"[72.976128,19.23414]",Point
2022-09-28T18:29:18.000Z,169,MH04-EP-836,"[72.976036,19.234926]",Point
2022-09-28T18:29:27.000Z,169,MH04-EP-836,"[72.976013,19.235125]",Point
2022-09-28T18:29:47.000Z,169,MH04-EP-836,"[72.975998,19.235125]",Point
2022-09-28T18:30:07.000Z,169,MH04-EP-836,"[72.975929,19.235624]",Point
2022-09-28T18:30:17.000Z,169,MH04-EP-836,"[72.975883,19.23579]",Point
2022-09-28T18:30:37.000Z,169,MH04-EP-836,"[72.975838,19.236088]",Point
2022-09-28T18:30:48.000Z,169,MH04-EP-836,"[72.975769,19.23642]",Point
2022-09-28T18:30:57.000Z,169,MH04-EP-836,"[72.975716,19.236807]",Point
2022-09-28T18:34:07.000Z,169,MH04-EP-836,"[72.975739,19.237148]",Point
2022-09-28T18:34:17.000Z,169,MH04-EP-836,"[72.975464,19.247242]",Point
2022-09-28T18:34:27.000Z,169,MH04-EP-836,"[72.975418,19.247343]",Point
2022-09-28T18:34:37.000Z,169,MH04-EP-836,"[72.975052,19.247969]",Point
2022-09-28T18:34:47.000Z,169,MH04-EP-836,"[72.974472,19.248941]",Point
2022-09-28T18:34:57.000Z,169,MH04-EP-836,"[72.973839,19.249863]",Point
2022-09-28T18:35:07.000Z,169,MH04-EP-836,"[72.973404,19.250628]",Point
2022-09-28T18:35:17.000Z,169,MH04-EP-836,"[72.973,19.251242]",Point
2022-09-28T18:35:27.000Z,169,MH04-EP-836,"[72.972649,19.251902]",Point
2022-09-28T18:35:37.000Z,169,MH04-EP-836,"[72.972336,19.252687]",Point
2022-09-28T18:35:47.000Z,169,MH04-EP-836,"[72.972168,19.253206]",Point
2022-09-28T18:35:57.000Z,169,MH04-EP-836,"[72.97216,19.25322]",Point
2022-09-28T18:36:07.000Z,169,MH04-EP-836,"[72.972008,19.253572]",Point
2022-09-28T18:36:17.000Z,169,MH04-EP-836,"[72.971756,19.254244]",Point
2022-09-28T18:36:27.000Z,169,MH04-EP-836,"[72.971359,19.25523]",Point
2022-09-28T18:36:38.000Z,169,MH04-EP-836,"[72.970924,19.256329]",Point
2022-09-28T18:36:47.000Z,169,MH04-EP-836,"[72.970604,19.257074]",Point
2022-09-28T18:37:08.000Z,169,MH04-EP-836,"[72.970253,19.257887]",Point
2022-09-28T18:37:37.000Z,169,MH04-EP-836,"[72.969223,19.260418]",Point
2022-09-28T18:37:57.000Z,169,MH04-EP-836,"[72.969009,19.260794]",Point
2022-09-28T18:38:07.000Z,169,MH04-EP-836,"[72.968689,19.261738]",Point
2022-09-28T18:38:28.000Z,169,MH04-EP-836,"[72.968346,19.262674]",Point
2022-09-28T18:38:38.000Z,169,MH04-EP-836,"[72.968323,19.262703]",Point
2022-09-28T18:38:47.000Z,169,MH04-EP-836,"[72.968292,19.262796]",Point
2022-09-28T18:38:57.000Z,169,MH04-EP-836,"[72.968239,19.262901]",Point
2022-09-28T18:39:07.000Z,169,MH04-EP-836,"[72.968262,19.262939]",Point
2022-09-28T18:39:17.000Z,169,MH04-EP-836,"[72.96817,19.263138]",Point
2022-09-28T18:39:28.000Z,169,MH04-EP-836,"[72.968155,19.263182]",Point
2022-09-28T18:39:37.000Z,169,MH04-EP-836,"[72.968117,19.263151]",Point
2022-09-28T18:39:47.000Z,169,MH04-EP-836,"[72.968117,19.263159]",Point
2022-09-28T18:39:57.000Z,169,MH04-EP-836,"[72.968117,19.263159]",Point
2022-09-28T18:40:08.000Z,169,MH04-EP-836,"[72.968163,19.263189]",Point
2022-09-28T18:40:18.000Z,169,MH04-EP-836,"[72.968163,19.263189]",Point
2022-09-28T18:40:27.000Z,169,MH04-EP-836,"[72.968163,19.263189]",Point
2022-09-28T18:40:37.000Z,169,MH04-EP-836,"[72.968163,19.263189]",Point
2022-09-28T18:40:47.000Z,169,MH04-EP-836,"[72.968079,19.263304]",Point
2022-09-28T18:40:58.000Z,169,MH04-EP-836,"[72.967949,19.263615]",Point
2022-09-28T18:41:17.000Z,169,MH04-EP-836,"[72.967575,19.264544]",Point
2022-09-28T18:41:27.000Z,169,MH04-EP-836,"[72.967545,19.264685]",Point
2022-09-28T18:41:47.000Z,169,MH04-EP-836,"[72.967148,19.265715]",Point
2022-09-28T18:42:08.000Z,169,MH04-EP-836,"[72.96666,19.266953]",Point
2022-09-28T18:42:18.000Z,169,MH04-EP-836,"[72.966576,19.267185]",Point
2022-09-28T18:42:38.000Z,169,MH04-EP-836,"[72.96566,19.269016]",Point
2022-09-28T18:42:47.000Z,169,MH04-EP-836,"[72.965439,19.269384]",Point
2022-09-28T18:42:57.000Z,169,MH04-EP-836,"[72.965439,19.269384]",Point
2022-09-28T18:43:08.000Z,169,MH04-EP-836,"[72.965332,19.269667]",Point
2022-09-28T18:43:28.000Z,169,MH04-EP-836,"[72.965256,19.269808]",Point
2022-09-28T18:43:37.000Z,169,MH04-EP-836,"[72.965233,19.269833]",Point
2022-09-28T18:43:48.000Z,169,MH04-EP-836,"[72.965271,19.270002]",Point
2022-09-28T18:43:58.000Z,169,MH04-EP-836,"[72.965347,19.270226]",Point
2022-09-28T18:44:08.000Z,169,MH04-EP-836,"[72.965385,19.270344]",Point
2022-09-28T18:44:17.000Z,169,MH04-EP-836,"[72.965424,19.270388]",Point
2022-09-28T18:44:28.000Z,169,MH04-EP-836,"[72.965813,19.270647]",Point
2022-09-28T18:44:38.000Z,169,MH04-EP-836,"[72.96624,19.270832]",Point
2022-09-28T18:44:47.000Z,169,MH04-EP-836,"[72.966705,19.271036]",Point
2022-09-28T18:45:08.000Z,169,MH04-EP-836,"[72.967072,19.271063]",Point
2022-09-28T18:45:37.000Z,169,MH04-EP-836,"[72.967979,19.270985]",Point
2022-09-28T18:45:58.000Z,169,MH04-EP-836,"[72.96907,19.270872]",Point
2022-09-28T18:46:08.000Z,169,MH04-EP-836,"[72.969643,19.270754]",Point
2022-09-28T18:46:18.000Z,169,MH04-EP-836,"[72.970589,19.2705]",Point
2022-09-28T18:46:28.000Z,169,MH04-EP-836,"[72.971153,19.270512]",Point
2022-09-28T18:46:37.000Z,169,MH04-EP-836,"[72.971214,19.270521]",Point
2022-09-28T18:46:48.000Z,169,MH04-EP-836,"[72.971214,19.270521]",Point
2022-09-28T18:46:58.000Z,169,MH04-EP-836,"[72.971222,19.270502]",Point
2022-09-28T18:47:08.000Z,169,MH04-EP-836,"[72.971222,19.270502]",Point
2022-09-28T18:47:18.000Z,169,MH04-EP-836,"[72.971222,19.270502]",Point
2022-09-28T18:47:28.000Z,169,MH04-EP-836,"[72.971222,19.270502]",Point
2022-09-28T18:47:37.000Z,169,MH04-EP-836,"[72.971222,19.270502]",Point
2022-09-28T18:47:48.000Z,169,MH04-EP-836,"[72.971222,19.270502]",Point
2022-09-28T18:47:58.000Z,169,MH04-EP-836,"[72.971222,19.270502]",Point
2022-09-28T18:48:08.000Z,169,MH04-EP-836,"[72.971222,19.270502]",Point
2022-09-28T18:48:18.000Z,169,MH04-EP-836,"[72.971405,19.270397]",Point
2022-09-28T18:48:28.000Z,169,MH04-EP-836,"[72.971558,19.269857]",Point
2022-09-28T18:48:38.000Z,169,MH04-EP-836,"[72.971504,19.269045]",Point
2022-09-28T18:48:48.000Z,169,MH04-EP-836,"[72.971359,19.268263]",Point
2022-09-28T18:48:58.000Z,169,MH04-EP-836,"[72.971268,19.267773]",Point
2022-09-28T18:49:18.000Z,169,MH04-EP-836,"[72.972076,19.267448]",Point
2022-09-28T18:49:28.000Z,169,MH04-EP-836,"[72.972076,19.267248]",Point
2022-09-28T18:49:38.000Z,169,MH04-EP-836,"[72.972,19.266855]",Point
2022-09-28T18:49:48.000Z,169,MH04-EP-836,"[72.971832,19.266575]",Point
2022-09-28T18:49:58.000Z,169,MH04-EP-836,"[72.971619,19.265774]",Point
2022-09-28T18:50:08.000Z,169,MH04-EP-836,"[72.971672,19.26535]",Point
