LastTrackdt,location.coordinates,location.type
2022-09-29T20:27:36.000Z,"[72.980927,19.240986]",Point
2022-09-29T20:27:46.000Z,"[72.981461,19.241222]",Point
2022-09-29T20:28:06.000Z,"[72.982559,19.241886]",Point
2022-09-29T20:28:36.000Z,"[72.982834,19.243277]",Point
2022-09-29T20:28:46.000Z,"[72.982872,19.243483]",Point
2022-09-29T20:28:55.000Z,"[72.982895,19.243624]",Point
2022-09-29T20:29:16.000Z,"[72.983017,19.24449]",Point
2022-09-29T20:29:25.000Z,"[72.983269,19.244802]",Point
2022-09-29T20:29:35.000Z,"[72.983597,19.244972]",Point
2022-09-29T20:29:46.000Z,"[72.984047,19.245396]",Point
2022-09-29T20:30:16.000Z,"[72.984634,19.246475]",Point
2022-09-29T20:30:46.000Z,"[72.985268,19.247536]",Point
2022-09-29T20:31:36.000Z,"[72.985985,19.247248]",Point
2022-09-29T20:31:46.000Z,"[72.985909,19.247335]",Point
2022-09-29T20:31:55.000Z,"[72.985909,19.247335]",Point
2022-09-29T20:32:16.000Z,"[72.985947,19.247307]",Point
2022-09-29T20:32:26.000Z,"[72.985985,19.247293]",Point
2022-09-29T20:32:36.000Z,"[72.986,19.247293]",Point
2022-09-29T20:32:46.000Z,"[72.986,19.247293]",Point
2022-09-29T20:33:06.000Z,"[72.986,19.247293]",Point
2022-09-29T20:33:16.000Z,"[72.986,19.247293]",Point
2022-09-29T20:33:36.000Z,"[72.986,19.247293]",Point
2022-09-29T20:33:46.000Z,"[72.986,19.247293]",Point
2022-09-29T20:33:56.000Z,"[72.986,19.247293]",Point
2022-09-29T20:34:06.000Z,"[72.986,19.247293]",Point
2022-09-29T20:34:16.000Z,"[72.986,19.247293]",Point
2022-09-29T20:34:36.000Z,"[72.986,19.247293]",Point
2022-09-29T20:34:56.000Z,"[72.986,19.247293]",Point
2022-09-29T20:35:06.000Z,"[72.986,19.247293]",Point
2022-09-29T20:35:16.000Z,"[72.986,19.247293]",Point
2022-09-29T20:35:26.000Z,"[72.986,19.247293]",Point
2022-09-29T20:35:36.000Z,"[72.986,19.247293]",Point
2022-09-29T20:35:47.000Z,"[72.986,19.247293]",Point
2022-09-29T20:36:06.000Z,"[72.986,19.247293]",Point
2022-09-29T20:36:16.000Z,"[72.986,19.247293]",Point
2022-09-29T20:36:36.000Z,"[72.986,19.247293]",Point
2022-09-29T20:36:47.000Z,"[72.986,19.247293]",Point
2022-09-29T20:36:56.000Z,"[72.986,19.247293]",Point
2022-09-29T20:37:06.000Z,"[72.986,19.247293]",Point
2022-09-29T20:37:26.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:37:37.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:37:47.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:37:56.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:38:06.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:38:16.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:38:26.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:38:37.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:38:47.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:39:06.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:39:16.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:39:26.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:39:37.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:39:47.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:39:56.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:40:06.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:40:16.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:40:37.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:40:47.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:40:56.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:41:06.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:41:16.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:41:27.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:41:37.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:41:47.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:42:06.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:42:17.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:42:27.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:42:37.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:42:47.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:42:56.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:43:06.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:43:27.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:43:47.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:44:06.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:44:27.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:44:37.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:44:47.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:45:06.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:45:17.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:45:27.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:45:37.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:45:47.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:46:07.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:46:17.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:46:27.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:46:37.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:46:47.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:46:57.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:47:17.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:47:27.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:47:37.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:47:47.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:47:57.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:48:07.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:48:17.000Z,"[72.986015,19.247398]",Point
2022-09-29T20:48:27.000Z,"[72.985985,19.247313]",Point
2022-09-29T20:48:47.000Z,"[72.985985,19.247313]",Point
2022-09-29T20:48:57.000Z,"[72.985985,19.247313]",Point
2022-09-29T20:49:07.000Z,"[72.985985,19.247313]",Point
2022-09-29T20:49:17.000Z,"[72.985985,19.247313]",Point
2022-09-29T20:49:27.000Z,"[72.985985,19.247313]",Point
2022-09-29T20:49:37.000Z,"[72.986031,19.247425]",Point
2022-09-29T20:49:47.000Z,"[72.986031,19.247425]",Point
2022-09-29T20:50:07.000Z,"[72.985992,19.247328]",Point
2022-09-29T20:50:17.000Z,"[72.985992,19.247328]",Point
2022-09-29T20:50:37.000Z,"[72.985992,19.247328]",Point
2022-09-29T20:50:47.000Z,"[72.985992,19.247328]",Point
2022-09-29T20:50:58.000Z,"[72.985992,19.247328]",Point
2022-09-29T20:51:07.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:51:17.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:51:27.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:51:37.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:51:48.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:52:07.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:52:17.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:52:27.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:52:37.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:52:48.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:52:58.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:53:07.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:53:17.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:53:27.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:53:48.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:53:58.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:54:07.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:54:17.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:54:27.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:54:38.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:54:48.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:54:58.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:55:17.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:55:38.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:55:48.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:55:58.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:56:07.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:56:17.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:56:28.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:56:48.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:57:07.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:57:17.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:57:28.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:57:38.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:57:48.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:58:07.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:58:17.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:58:28.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:58:48.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:58:58.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:59:07.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:59:18.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:59:28.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:59:38.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:59:48.000Z,"[72.985992,19.247234]",Point
2022-09-29T20:59:58.000Z,"[72.985992,19.247234]",Point
2022-09-29T21:00:18.000Z,"[72.985992,19.247234]",Point
2022-09-29T21:00:28.000Z,"[72.985992,19.247234]",Point
2022-09-29T21:00:38.000Z,"[72.985992,19.247234]",Point
2022-09-29T21:00:48.000Z,"[72.985992,19.247234]",Point
2022-09-29T21:00:58.000Z,"[72.985992,19.247234]",Point
2022-09-29T21:01:07.000Z,"[72.985992,19.247234]",Point
2022-09-29T21:01:28.000Z,"[72.985992,19.247234]",Point
2022-09-29T21:01:38.000Z,"[72.985992,19.247234]",Point
2022-09-29T21:01:48.000Z,"[72.985992,19.247234]",Point
2022-09-29T21:01:58.000Z,"[72.985992,19.247234]",Point
2022-09-29T21:02:08.000Z,"[72.985992,19.247234]",Point
2022-09-29T21:02:18.000Z,"[72.985992,19.247234]",Point
2022-09-29T21:02:28.000Z,"[72.986,19.247334]",Point
2022-09-29T21:02:48.000Z,"[72.986,19.247334]",Point
2022-09-29T21:02:58.000Z,"[72.986,19.247334]",Point
2022-09-29T21:03:08.000Z,"[72.986,19.247334]",Point
2022-09-29T21:03:18.000Z,"[72.986,19.247334]",Point
2022-09-29T21:03:38.000Z,"[72.986,19.247334]",Point
2022-09-29T21:03:48.000Z,"[72.986,19.247334]",Point
2022-09-29T21:03:59.000Z,"[72.986,19.247334]",Point
2022-09-29T21:04:08.000Z,"[72.986,19.247334]",Point
2022-09-29T21:04:18.000Z,"[72.986,19.247334]",Point
2022-09-29T21:04:38.000Z,"[72.986,19.247334]",Point
2022-09-29T21:04:48.000Z,"[72.986,19.247334]",Point
2022-09-29T21:04:59.000Z,"[72.986,19.247334]",Point
2022-09-29T21:05:08.000Z,"[72.986,19.247334]",Point
2022-09-29T21:05:18.000Z,"[72.986,19.247334]",Point
2022-09-29T21:05:28.000Z,"[72.986,19.247334]",Point
2022-09-29T21:05:38.000Z,"[72.986,19.247334]",Point
2022-09-29T21:05:48.000Z,"[72.986,19.247334]",Point
2022-09-29T21:06:08.000Z,"[72.986,19.247334]",Point
2022-09-29T21:06:18.000Z,"[72.986,19.247334]",Point
2022-09-29T21:06:28.000Z,"[72.986,19.247334]",Point
2022-09-29T21:06:38.000Z,"[72.986,19.247334]",Point
2022-09-29T21:06:49.000Z,"[72.986,19.247334]",Point
2022-09-29T21:06:59.000Z,"[72.986,19.247334]",Point
2022-09-29T21:07:18.000Z,"[72.985977,19.24736]",Point
2022-09-29T21:07:28.000Z,"[72.985909,19.247709]",Point
2022-09-29T21:07:39.000Z,"[72.985535,19.247919]",Point
2022-09-29T21:07:48.000Z,"[72.985336,19.247631]",Point
2022-09-29T21:07:58.000Z,"[72.984947,19.246946]",Point
2022-09-29T21:08:09.000Z,"[72.984566,19.246426]",Point
2022-09-29T21:08:18.000Z,"[72.984398,19.246016]",Point
2022-09-29T21:08:29.000Z,"[72.983917,19.245275]",Point
2022-09-29T21:08:39.000Z,"[72.983376,19.244835]",Point
2022-09-29T21:08:48.000Z,"[72.983002,19.244513]",Point
2022-09-29T21:09:09.000Z,"[72.982903,19.243425]",Point
2022-09-29T21:09:38.000Z,"[72.982567,19.241693]",Point
2022-09-29T21:10:08.000Z,"[72.981209,19.241133]",Point
2022-09-29T21:10:18.000Z,"[72.981018,19.240891]",Point
2022-09-29T21:10:39.000Z,"[72.981346,19.239906]",Point
2022-09-29T21:10:48.000Z,"[72.981346,19.23983]",Point
2022-09-29T21:10:58.000Z,"[72.981354,19.239807]",Point
2022-09-29T21:11:09.000Z,"[72.9813,19.2397]",Point
2022-09-29T21:11:19.000Z,"[72.981003,19.239662]",Point
2022-09-29T21:11:29.000Z,"[72.980682,19.239513]",Point
2022-09-29T21:11:38.000Z,"[72.980385,19.239323]",Point
2022-09-29T21:11:49.000Z,"[72.979813,19.239277]",Point
2022-09-29T21:11:59.000Z,"[72.979256,19.239367]",Point
2022-09-29T21:12:19.000Z,"[72.97821,19.239477]",Point
2022-09-29T21:14:39.000Z,"[72.975845,19.238163]",Point
2022-09-29T21:15:09.000Z,"[72.976051,19.236563]",Point
2022-09-29T21:15:19.000Z,"[72.976067,19.236408]",Point
2022-09-29T21:15:28.000Z,"[72.976097,19.236237]",Point
2022-09-29T21:15:39.000Z,"[72.976013,19.236187]",Point
2022-09-29T21:15:49.000Z,"[72.975967,19.236168]",Point
2022-09-29T21:16:09.000Z,"[72.975555,19.236059]",Point
2022-09-29T21:16:19.000Z,"[72.975105,19.236164]",Point
2022-09-29T21:16:39.000Z,"[72.973366,19.236284]",Point
2022-09-29T21:16:59.000Z,"[72.972015,19.236406]",Point
2022-09-29T21:17:29.000Z,"[72.970268,19.236519]",Point
2022-09-29T21:17:59.000Z,"[72.969803,19.235847]",Point
2022-09-29T21:18:09.000Z,"[72.969803,19.235161]",Point
2022-09-29T21:18:20.000Z,"[72.96981,19.234613]",Point
2022-09-29T21:18:29.000Z,"[72.969833,19.233944]",Point
2022-09-29T21:18:39.000Z,"[72.969879,19.233143]",Point
2022-09-29T21:18:50.000Z,"[72.969955,19.232634]",Point
2022-09-29T21:18:59.000Z,"[72.969971,19.232479]",Point
2022-09-29T21:19:30.000Z,"[72.970215,19.231344]",Point
2022-09-29T21:19:50.000Z,"[72.970161,19.230227]",Point
2022-09-29T21:19:59.000Z,"[72.970184,19.229544]",Point
2022-09-29T21:20:09.000Z,"[72.970047,19.229023]",Point
2022-09-29T21:20:20.000Z,"[72.969894,19.228542]",Point
2022-09-29T21:20:49.000Z,"[72.96991,19.22772]",Point
2022-09-29T21:21:00.000Z,"[72.969902,19.227695]",Point
2022-09-29T21:21:10.000Z,"[72.969986,19.227266]",Point
2022-09-29T21:21:19.000Z,"[72.970108,19.226822]",Point
2022-09-29T21:21:29.000Z,"[72.970131,19.226654]",Point
2022-09-29T21:21:40.000Z,"[72.970169,19.226339]",Point
2022-09-29T21:21:49.000Z,"[72.970139,19.225851]",Point
2022-09-29T21:21:59.000Z,"[72.970085,19.225344]",Point
2022-09-29T21:22:20.000Z,"[72.970001,19.224667]",Point
2022-09-29T21:22:39.000Z,"[72.969955,19.224051]",Point
2022-09-29T21:22:50.000Z,"[72.969978,19.223522]",Point
2022-09-29T21:23:00.000Z,"[72.970009,19.222994]",Point
2022-09-29T21:23:09.000Z,"[72.969986,19.222689]",Point
2022-09-29T21:23:20.000Z,"[72.969719,19.222528]",Point
2022-09-29T21:23:30.000Z,"[72.969589,19.222569]",Point
2022-09-29T21:23:40.000Z,"[72.969391,19.222618]",Point
2022-09-29T21:23:49.000Z,"[72.968994,19.222612]",Point
2022-09-29T21:24:10.000Z,"[72.967987,19.222616]",Point
2022-09-29T21:24:19.000Z,"[72.967331,19.222528]",Point
2022-09-29T21:24:30.000Z,"[72.966919,19.222506]",Point
2022-09-29T21:24:40.000Z,"[72.966461,19.222427]",Point
2022-09-29T21:25:00.000Z,"[72.966331,19.221502]",Point
2022-09-29T21:25:10.000Z,"[72.966316,19.220909]",Point
2022-09-29T21:25:30.000Z,"[72.96637,19.219713]",Point
2022-09-29T21:25:40.000Z,"[72.966202,19.219378]",Point
2022-09-29T21:26:10.000Z,"[72.964073,19.219782]",Point
2022-09-29T21:26:30.000Z,"[72.962486,19.22014]",Point
2022-09-29T21:26:40.000Z,"[72.96209,19.220263]",Point
2022-09-29T21:27:00.000Z,"[72.961243,19.220646]",Point
2022-09-29T21:27:10.000Z,"[72.960854,19.220795]",Point
2022-09-29T21:27:19.000Z,"[72.96048,19.220734]",Point
2022-09-29T21:27:30.000Z,"[72.960236,19.220312]",Point
2022-09-29T21:27:50.000Z,"[72.95993,19.219484]",Point
2022-09-29T21:28:10.000Z,"[72.959473,19.218458]",Point
2022-09-29T21:28:19.000Z,"[72.959221,19.21797]",Point
2022-09-29T21:28:30.000Z,"[72.959038,19.217541]",Point
2022-09-29T21:28:40.000Z,"[72.95887,19.217121]",Point
2022-09-29T21:28:50.000Z,"[72.95874,19.216724]",Point
2022-09-29T21:29:00.000Z,"[72.958427,19.216118]",Point
2022-09-29T21:29:20.000Z,"[72.958206,19.215242]",Point
2022-09-29T21:29:30.000Z,"[72.958412,19.214844]",Point
2022-09-29T21:29:40.000Z,"[72.958443,19.214758]",Point
2022-09-29T21:29:50.000Z,"[72.958588,19.214598]",Point
2022-09-29T21:30:00.000Z,"[72.95871,19.214375]",Point
2022-09-29T21:30:10.000Z,"[72.958824,19.2141]",Point
2022-09-29T21:30:20.000Z,"[72.959175,19.213589]",Point
2022-09-29T21:30:30.000Z,"[72.959297,19.213469]",Point
2022-09-29T21:30:50.000Z,"[72.959785,19.212908]",Point
2022-09-29T21:31:00.000Z,"[72.96006,19.212603]",Point
2022-09-29T21:31:10.000Z,"[72.960312,19.212257]",Point
2022-09-29T21:31:30.000Z,"[72.960999,19.211349]",Point
2022-09-29T21:31:40.000Z,"[72.961029,19.211258]",Point
2022-09-29T21:31:50.000Z,"[72.961151,19.211048]",Point
2022-09-29T21:32:00.000Z,"[72.961395,19.210752]",Point
2022-09-29T21:32:10.000Z,"[72.961571,19.210546]",Point
2022-09-29T21:32:20.000Z,"[72.961655,19.21044]",Point
2022-09-29T21:35:41.000Z,"[72.962814,19.209127]",Point
2022-09-29T21:36:01.000Z,"[72.961952,19.209332]",Point
2022-09-29T21:36:31.000Z,"[72.960434,19.209024]",Point
2022-09-29T21:36:50.000Z,"[72.959808,19.208759]",Point
2022-09-29T21:37:01.000Z,"[72.959328,19.208492]",Point
2022-09-29T21:37:20.000Z,"[72.958267,19.207937]",Point
2022-09-29T21:37:31.000Z,"[72.957901,19.20775]",Point
2022-09-29T21:37:41.000Z,"[72.957611,19.207582]",Point
2022-09-29T21:38:01.000Z,"[72.956924,19.20706]",Point
2022-09-29T21:38:11.000Z,"[72.956688,19.206915]",Point
2022-09-29T21:38:21.000Z,"[72.956436,19.207054]",Point
2022-09-29T21:38:41.000Z,"[72.955765,19.207567]",Point
2022-09-29T21:39:01.000Z,"[72.955429,19.207804]",Point
2022-09-29T21:39:31.000Z,"[72.954865,19.208214]",Point
2022-09-29T21:40:01.000Z,"[72.954758,19.208178]",Point
2022-09-29T21:40:11.000Z,"[72.954712,19.208113]",Point
2022-09-29T21:40:21.000Z,"[72.954704,19.207977]",Point
2022-09-29T21:40:31.000Z,"[72.954643,19.207699]",Point
2022-09-29T21:40:41.000Z,"[72.954582,19.2075]",Point
2022-09-29T21:40:51.000Z,"[72.954514,19.207268]",Point
2022-09-29T21:41:11.000Z,"[72.954346,19.206699]",Point
2022-09-29T21:41:41.000Z,"[72.954155,19.205929]",Point
2022-09-29T21:42:12.000Z,"[72.95401,19.205219]",Point
2022-09-29T21:42:31.000Z,"[72.953911,19.20479]",Point
2022-09-29T21:42:41.000Z,"[72.953827,19.204491]",Point
2022-09-29T21:43:01.000Z,"[72.954063,19.204187]",Point
2022-09-29T21:43:11.000Z,"[72.954132,19.204187]",Point
2022-09-29T21:43:21.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:43:31.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:43:41.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:44:01.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:44:11.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:44:21.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:44:31.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:44:41.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:44:52.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:45:01.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:45:11.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:45:31.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:45:41.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:45:52.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:46:01.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:46:11.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:46:21.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:46:31.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:46:52.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:47:01.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:47:11.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:47:21.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:47:31.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:47:42.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:47:52.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:48:11.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:48:21.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:48:31.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:48:42.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:48:52.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:49:02.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:49:11.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:49:21.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:49:31.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:49:42.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:50:02.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:50:11.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:50:21.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:50:32.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:50:52.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:51:02.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:51:11.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:51:21.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:51:32.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:51:42.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:51:52.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:52:11.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:52:21.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:52:42.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:52:52.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:53:02.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:53:11.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:53:21.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:53:32.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:53:52.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:54:02.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:54:11.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:54:22.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:54:32.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:54:42.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:54:52.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:55:11.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:55:22.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:55:32.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:55:42.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:55:52.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:56:02.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:56:11.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:56:32.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:56:42.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:56:52.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:57:12.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:57:32.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:57:42.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:57:52.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:58:02.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:58:22.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:58:32.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:58:52.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:59:03.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:59:12.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:59:32.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:59:42.000Z,"[72.95414,19.204182]",Point
2022-09-29T21:59:52.000Z,"[72.95414,19.204182]",Point
2022-09-29T22:00:12.000Z,"[72.95414,19.204182]",Point
2022-09-29T22:00:22.000Z,"[72.95414,19.204182]",Point
2022-09-29T22:00:42.000Z,"[72.95414,19.204182]",Point
2022-09-29T22:00:52.000Z,"[72.95414,19.204182]",Point
2022-09-29T22:01:03.000Z,"[72.95414,19.204182]",Point
2022-09-29T22:01:12.000Z,"[72.95414,19.204182]",Point
2022-09-29T22:01:32.000Z,"[72.95414,19.204182]",Point
2022-09-29T22:01:42.000Z,"[72.95414,19.204182]",Point
2022-09-29T22:01:52.000Z,"[72.95414,19.204182]",Point
2022-09-29T22:02:03.000Z,"[72.95414,19.204182]",Point
2022-09-29T22:02:12.000Z,"[72.95414,19.204182]",Point
2022-09-29T22:02:32.000Z,"[72.95414,19.204182]",Point
2022-09-29T22:02:42.000Z,"[72.95414,19.204182]",Point
2022-09-29T22:02:53.000Z,"[72.95414,19.204182]",Point
2022-09-29T22:03:12.000Z,"[72.95414,19.204182]",Point
2022-09-29T22:03:22.000Z,"[72.95414,19.204182]",Point
2022-09-29T22:03:32.000Z,"[72.95414,19.204182]",Point
2022-09-29T22:03:42.000Z,"[72.95414,19.204182]",Point
2022-09-29T22:03:53.000Z,"[72.95414,19.204182]",Point
2022-09-29T22:04:03.000Z,"[72.95414,19.204182]",Point
2022-09-29T22:04:32.000Z,"[72.95414,19.204182]",Point
