geometry,geometry1,longitude,latitude,highway,name,operator,position,public_transport,ref,route_direction,route_num
Feature,Point,72.97871,19.2034264,bus_stop,Holy Cross School,Thane Municipal Transport,6,platform,1904,1,51
Feature,Point,72.9771868,19.2073083,bus_stop,Castle Mill,Thane Municipal Transport,7,platform,1905,1,51
Feature,Point,72.9770196,19.2093528,bus_stop,Gokul Nagar,Thane Municipal Transport,8,platform,1906,1,51
Feature,Point,72.9771207,19.2108314,bus_stop,Muktai Nagar,Thane Municipal Transport,9,platform,1907,1,51
Feature,Point,72.9773371,19.2144878,bus_stop,Majiwada Naka,Thane Municipal Transport,10,platform,1908,1,51
Feature,Point,72.9777817,19.2162564,bus_stop,Ashapura Mandir,Thane Municipal Transport,11,platform,1909,1,51
Feature,Point,72.9775215,19.2210925,bus_stop,Kapurbawdi,Thane Municipal Transport,12,platform,1910,1,51
Feature,Point,72.9773098,19.223448,bus_stop,Tattvagyan Vidyapeeth,Thane Municipal Transport,13,platform,1911,1,51
Feature,Point,72.97715833,19.22505667,bus_stop,Hyder Park Society,Thane Municipal Transport,14,platform,1912,1,51
Feature,Point,72.9765503,19.2298501,bus_stop,Lokim Company / R Mall,Thane Municipal Transport,15,platform,1913,1,51
Feature,Point,72.9758934,19.2349983,bus_stop,Manpada,Thane Municipal Transport,16,platform,1914,1,51
Feature,Point,72.9754837,19.2390532,bus_stop,Mulla Bagh,Thane Municipal Transport,17,platform,1915,1,51
Feature,Point,72.97553667,19.24095333,bus_stop,Azadnagar Naka,Thane Municipal Transport,18,platform,1916,1,51
Feature,Point,72.9752877,19.2473513,bus_stop,Patli Pada,Thane Municipal Transport,19,platform,1917,1,51
Feature,Point,72.9734168,19.2505149,bus_stop,Dongri Pada,Thane Municipal Transport,20,platform,1918,1,51
Feature,Point,72.9736668,19.2561057,bus_stop,Vijay Nagari,Thane Municipal Transport,21,platform,1919,1,51
Feature,Point,72.97468,19.2581221,bus_stop,Anunagar,Thane Municipal Transport,22,platform,1920,1,51
Feature,Point,72.9761654,19.2589753,bus_stop,Vasant Leela,Thane Municipal Transport,23,platform,1921,1,51
Feature,Point,72.9770962,19.2625299,bus_stop,Swastik Regalia,Thane Municipal Transport,24,platform,1922,1,51
Feature,Point,72.979655,19.26483,bus_stop,Damyanti Smruti,Thane Municipal Transport,25,platform,1923,1,51
Feature,Point,72.983151,19.2664452,bus_stop,Waghbil Gaon,Thane Municipal Transport,26,platform,1924,1,51
Feature,Point,72.8575567,19.229691,bus_stop,Borivali Station (East),Thane Municipal Transport,1,platform,1925,0,66
Feature,Point,72.8600953,19.2316678,bus_stop,Borivali Sukurwadi ST Bus Stop,Thane Municipal Transport,2,platform,1926,0,66
Feature,Point,72.8625054,19.2313607,bus_stop,Omkareshwar Mandir,Thane Municipal Transport,3,platform,1927,0,66
Feature,Point,72.8632754,19.2378923,bus_stop,Nency Colony,Thane Municipal Transport,4,platform,1928,0,66
Feature,Point,72.8643235,19.2441274,bus_stop,Gokul Anand Hotel Borivali East,Thane Municipal Transport,5,platform,1929,0,66
Feature,Point,72.8646077,19.2461132,bus_stop,Ganesh Nagar,Thane Municipal Transport,6,platform,1930,0,66
Feature,Point,72.8675754,19.2519237,bus_stop,Ghartan Pada,Thane Municipal Transport,7,platform,1931,0,66
Feature,Point,72.8714108,19.2577737,bus_stop,Dahisar Check Naka,Thane Municipal Transport,8,platform,1932,0,66
Feature,Point,72.8729794,19.2617898,bus_stop,Golden Chemicals,Thane Municipal Transport,9,platform,1933,0,66
Feature,Point,72.8753677,19.2652068,bus_stop,Samrat Hotel / Mahavishnu Mandir,Thane Municipal Transport,10,platform,1934,0,66
Feature,Point,72.8771999,19.267715,bus_stop,Mira Gaothan,Thane Municipal Transport,11,platform,1935,0,66
Feature,Point,72.8786327,19.2695259,bus_stop,Mira Gaon,Thane Municipal Transport,12,platform,1936,0,66
Feature,Point,72.8832673,19.272814,bus_stop,Kashimira,Thane Municipal Transport,13,platform,1937,0,66
Feature,Point,72.8856892,19.2744643,bus_stop,Kashi Village,Thane Municipal Transport,14,platform,1938,0,66
Feature,Point,72.8884992,19.2761938,bus_stop,Western Hotel / Lakshmi Baug,Thane Municipal Transport,15,platform,1939,0,66
Feature,Point,72.8935684,19.2869766,bus_stop,Ghodbunder Village,Thane Municipal Transport,16,platform,1940,0,66
Feature,Point,72.8994901,19.2854325,bus_stop,Piyushpani Parshvanath Jain Temple,Thane Municipal Transport,17,platform,1941,0,66
Feature,Point,72.9047574,19.28499,bus_stop,Varsova / Fountain Hotel,Thane Municipal Transport,18,platform,1942,0,66
Feature,Point,72.9072532,19.2824877,bus_stop,"Shashkiy Vishram Gruh Versova, Ghodbunder",Thane Municipal Transport,19,platform,1943,0,66
Feature,Point,72.9160812,19.2756513,bus_stop,Chena Bridge,Thane Municipal Transport,20,platform,1944,0,66
Feature,Point,72.922659,19.2790474,bus_stop,Kajupada,Thane Municipal Transport,21,platform,1945,0,66
Feature,Point,72.9358693,19.2852164,bus_stop,Gaimukh,Thane Municipal Transport,22,platform,1946,0,66
Feature,Point,72.9408136,19.2856472,bus_stop,Gaimukh Mandir / Jagannath Mahadev Temple,Thane Municipal Transport,23,platform,1947,0,66
Feature,Point,72.9476462,19.2844683,bus_stop,Imperial Sqaure,Thane Municipal Transport,24,platform,1948,0,66
Feature,Point,72.9522644,19.2837165,bus_stop,Bhaindar Pada,Thane Municipal Transport,25,platform,1949,0,66
Feature,Point,72.9554108,19.2810045,bus_stop,Poshmata Mandir,Thane Municipal Transport,26,platform,1950,0,66
Feature,Point,72.9589476,19.2760345,bus_stop,Shri Ram Hospital,Thane Municipal Transport,27,platform,1951,0,66
Feature,Point,72.9605549,19.2744093,bus_stop,Ovala Gaon,Thane Municipal Transport,28,platform,1952,0,66
Feature,Point,72.963638,19.271981,bus_stop,Garib Nagar,Thane Municipal Transport,29,platform,1953,0,66
Feature,Point,72.9655557,19.2697044,bus_stop,Kasarvadavali Naka,Thane Municipal Transport,30,platform,1954,0,66
Feature,Point,72.966879,19.2669656,bus_stop,Sainath Nagar,Thane Municipal Transport,31,platform,1955,0,66
Feature,Point,72.9677719,19.264818,bus_stop,Anand Nagar,Thane Municipal Transport,32,platform,1956,0,66
Feature,Point,72.9685117,19.2628722,bus_stop,Muchhala College,Thane Municipal Transport,33,platform,1957,0,66
Feature,Point,72.9699389,19.2594181,bus_stop,Batata Company / Vijay Garden / Dmart,Thane Municipal Transport,34,platform,1958,0,66
Feature,Point,72.9708589,19.2572807,bus_stop,Panchamrit,Thane Municipal Transport,35,platform,1959,0,66
Feature,Point,72.9725645,19.252897,bus_stop,Wagh Bill Naka,Thane Municipal Transport,36,platform,1960,0,66
Feature,Point,72.9733891,19.2510267,bus_stop,Dongri Pada,Thane Municipal Transport,37,platform,1961,0,66
Feature,Point,72.9760302,19.2463081,bus_stop,Patli Pada,Thane Municipal Transport,38,platform,1962,0,66
Feature,Point,72.9759035,19.2410244,bus_stop,Azad Nagar Naka,Thane Municipal Transport,39,platform,1963,0,66
Feature,Point,72.9758023,19.2393256,bus_stop,Mulla Bagh,Thane Municipal Transport,40,platform,1964,0,66
Feature,Point,72.9762866,19.2352846,bus_stop,Manpada,Thane Municipal Transport,41,platform,1965,0,66
Feature,Point,72.9768595,19.230197,bus_stop,Lokim Company / R Mall,Thane Municipal Transport,42,platform,1966,0,66
Feature,Point,72.97759,19.2240921,bus_stop,Hyde Park,Thane Municipal Transport,43,platform,1967,0,66
Feature,Point,72.9776175,19.2239243,bus_stop,Tattvagyan Vidyapeeth,Thane Municipal Transport,44,platform,1968,0,66
Feature,Point,72.9779883,19.2208021,bus_stop,Kapurbavdi,Thane Municipal Transport,45,platform,1969,0,66
Feature,Point,72.9781359,19.2157385,bus_stop,Ashapura Mandir / Majiwada Naka,Thane Municipal Transport,46,platform,1970,0,66
Feature,Point,72.9779952,19.2143155,bus_stop,Majiwada,Thane Municipal Transport,47,platform,1971,0,66
Feature,Point,72.9745912,19.2096897,bus_stop,Siddhivinayak Tower,Thane Municipal Transport,48,platform,1972,0,66
Feature,Point,72.9725187,19.2076686,bus_stop,Flower Valley,Thane Municipal Transport,49,platform,1973,0,66
Feature,Point,72.9687226,19.2040423,bus_stop,Cadbury Juction,Thane Municipal Transport,50,platform,1974,0,66
Feature,Point,72.9634124,19.1988485,bus_stop,Nitin Company,Thane Municipal Transport,51,platform,1975,0,66
Feature,Point,72.9652645,19.1842694,bus_stop,Gynan Sadhana College,Thane Municipal Transport,52,platform,1976,0,66
Feature,Point,72.9675656,19.1817768,bus_stop,Swami Vivekanand Chowk,Thane Municipal Transport,53,platform,1977,0,66
Feature,Point,72.9704809,19.1825325,bus_stop,Shaskiya Niwas Kopri,Thane Municipal Transport,54,platform,1978,0,66
Feature,Point,72.9724077,19.1845111,bus_stop,Gaondevi Mandir Kopri,Thane Municipal Transport,55,platform,1979,0,66
Feature,Point,72.9766768,19.1851236,bus_stop,Thane Station East Kopri,Thane Municipal Transport,56,platform,1980,0,66
Feature,Point,72.976677,19.185124,bus_stop,Thane Station East Kopri,Thane Municipal Transport,1,platform,1981,1,66
Feature,Point,72.9723386,19.1846349,bus_stop,Gaondevi Mandir Kopri,Thane Municipal Transport,2,platform,1982,1,66
Feature,Point,72.970481,19.182533,bus_stop,Shaskiya Niwas Kopri,Thane Municipal Transport,3,platform,1983,1,66
Feature,Point,72.9675643,19.1817773,bus_stop,Swami Vivekanand Chowk,Thane Municipal Transport,4,platform,1984,1,66
Feature,Point,72.9647143,19.184536,bus_stop,Gynan Sadhana College,Thane Municipal Transport,5,platform,1985,1,66
Feature,Point,72.9631805,19.1893683,bus_stop,Highway Darshan,Thane Municipal Transport,6,platform,1986,1,66
Feature,Point,72.9629748,19.1902713,bus_stop,Teen Hath Naka,Thane Municipal Transport,7,platform,1987,1,66
Feature,Point,72.9623423,19.1956481,bus_stop,Louiswadi,Thane Municipal Transport,8,platform,1988,1,66
Feature,Point,72.9638165,19.2000799,bus_stop,Nitin Company,Thane Municipal Transport,9,platform,1989,1,66
Feature,Point,72.9679262,19.2039584,bus_stop,Cadbury Juction,Thane Municipal Transport,10,platform,1990,1,66
Feature,Point,72.9731058,19.208965,bus_stop,Jupiter Hospital,Thane Municipal Transport,11,platform,1991,1,66
Feature,Point,72.9773371,19.2144881,bus_stop,Majiwada Naka,Thane Municipal Transport,12,platform,1992,1,66
Feature,Point,72.9777624,19.2162567,bus_stop,Ashapura Mandir,Thane Municipal Transport,13,platform,1993,1,66
Feature,Point,72.9775209,19.2210927,bus_stop,Kapurbavdi,Thane Municipal Transport,14,platform,1994,1,66
Feature,Point,72.9773098,19.2234481,bus_stop,Tattvagyan Vidyapeeth,Thane Municipal Transport,15,platform,1995,1,66
Feature,Point,72.9770564,19.2245154,bus_stop,Hyde Park,Thane Municipal Transport,16,platform,1996,1,66
Feature,Point,72.9765494,19.22985,bus_stop,Lokim Company / R Mall,Thane Municipal Transport,17,platform,1997,1,66
Feature,Point,72.9759109,19.2349979,bus_stop,Manpada,Thane Municipal Transport,18,platform,1998,1,66
Feature,Point,72.9754836,19.2390529,bus_stop,Mulla Bagh,Thane Municipal Transport,19,platform,1999,1,66
Feature,Point,72.9754136,19.2410282,bus_stop,Azad Nagar Naka,Thane Municipal Transport,20,platform,2000,1,66
Feature,Point,72.9752878,19.2473509,bus_stop,Patli Pada,Thane Municipal Transport,21,platform,2001,1,66
Feature,Point,72.9734158,19.2505142,bus_stop,Dongri Pada,Thane Municipal Transport,22,platform,2002,1,66
Feature,Point,72.972274,19.2527324,bus_stop,Wagh Bill Naka,Thane Municipal Transport,23,platform,2003,1,66
Feature,Point,72.9704781,19.2571157,bus_stop,Panchamrit,Thane Municipal Transport,24,platform,2004,1,66
Feature,Point,72.9691727,19.2604276,bus_stop,Batata Company / Vijay Garden / Dmart,Thane Municipal Transport,25,platform,2005,1,66
Feature,Point,72.9682511,19.2627961,bus_stop,Muchhala College,Thane Municipal Transport,26,platform,2006,1,66
Feature,Point,72.9675806,19.2645557,bus_stop,Anand Nagar,Thane Municipal Transport,27,platform,2007,1,66
Feature,Point,72.9665988,19.2669385,bus_stop,Sainath Nagar,Thane Municipal Transport,28,platform,2008,1,66
Feature,Point,72.9653957,19.2693902,bus_stop,Kasarvadavali Naka,Thane Municipal Transport,29,platform,2009,1,66
Feature,Point,72.9630658,19.2721202,bus_stop,Garib Nagar,Thane Municipal Transport,30,platform,2010,1,66
Feature,Point,72.9603207,19.274183,bus_stop,Ovala Gaon,Thane Municipal Transport,31,platform,2011,1,66
Feature,Point,72.9588702,19.2757505,bus_stop,Shri Ram Hospital,Thane Municipal Transport,32,platform,2012,1,66
Feature,Point,72.9550634,19.2810602,bus_stop,Poshmata Mandir,Thane Municipal Transport,33,platform,2013,1,66
Feature,Point,72.9518804,19.28357,bus_stop,Bhaindar Pada,Thane Municipal Transport,34,platform,2014,1,66
Feature,Point,72.9411803,19.285146,bus_stop,Gaimukh Mandir / Jagannath Mahadev Temple,Thane Municipal Transport,35,platform,2015,1,66
Feature,Point,72.9362913,19.2850947,bus_stop,Gaimukh,Thane Municipal Transport,36,platform,2016,1,66
Feature,Point,72.9225684,19.2787717,bus_stop,Kajupada,Thane Municipal Transport,37,platform,2017,1,66
Feature,Point,72.9164591,19.2757955,bus_stop,Chena Bridge,Thane Municipal Transport,38,platform,2018,1,66
Feature,Point,72.9068858,19.2823385,bus_stop,"Shashkiy Vishram Gruh Versova, Ghodbunder",Thane Municipal Transport,39,platform,2019,1,66
Feature,Point,72.9045307,19.2849114,bus_stop,Varsova / Fountain Hotel,Thane Municipal Transport,40,platform,2020,1,66
Feature,Point,72.899271,19.2853011,bus_stop,Piyushpani Parshvanath Jain Temple,Thane Municipal Transport,41,platform,2021,1,66
Feature,Point,72.8932566,19.2868127,bus_stop,Ghodbunder Village,Thane Municipal Transport,42,platform,2022,1,66
Feature,Point,72.8891066,19.2761473,bus_stop,Western Hotel / Lakshmi Baug,Thane Municipal Transport,43,platform,2023,1,66
Feature,Point,72.8859949,19.2741307,bus_stop,Kashi Village,Thane Municipal Transport,44,platform,2024,1,66
Feature,Point,72.8822962,19.2714885,bus_stop,Kashimira,Thane Municipal Transport,45,platform,2025,1,66
Feature,Point,72.8768808,19.2665724,bus_stop,Mira Gaothan,Thane Municipal Transport,46,platform,2026,1,66
Feature,Point,72.875779,19.2651567,bus_stop,Samrat Hotel / Mahavishnu Mandir,Thane Municipal Transport,47,platform,2027,1,66
Feature,Point,72.87379,19.262133,bus_stop,Golden Chemicals,Thane Municipal Transport,48,platform,2028,1,66
Feature,Point,72.8718595,19.2578067,bus_stop,Dahisar Check Naka,Thane Municipal Transport,49,platform,2029,1,66
Feature,Point,72.8679411,19.2517941,bus_stop,Ghartan Pada,Thane Municipal Transport,50,platform,2030,1,66
Feature,Point,72.8649543,19.2460916,bus_stop,Ganesh Nagar,Thane Municipal Transport,51,platform,2031,1,66
Feature,Point,72.8649838,19.244007,bus_stop,Gokul Anand Hotel Borivali East,Thane Municipal Transport,52,platform,2032,1,66
Feature,Point,72.8643837,19.2384211,bus_stop,Nency Colony,Thane Municipal Transport,53,platform,2033,1,66
Feature,Point,72.8635969,19.2301077,bus_stop,Borivali National Park,Thane Municipal Transport,54,platform,2034,1,66
Feature,Point,72.8625818,19.2312695,bus_stop,Omkareshwar Mandir,Thane Municipal Transport,55,platform,2035,1,66
Feature,Point,72.857877,19.2284315,bus_stop,Borivali Station (East),Thane Municipal Transport,56,platform,2036,1,66
Feature,Point,72.9766758,19.1851224,bus_stop,Thane Station East Kopri,Thane Municipal Transport,1,platform,2037,1,57
Feature,Point,72.9724078,19.1845121,bus_stop,Gaondevi Mandir Kopri,Thane Municipal Transport,2,platform,2038,1,57
Feature,Point,72.9707462,19.1824192,bus_stop,Shaskiya Niwas Kopri,Thane Municipal Transport,3,platform,2039,1,57
Feature,Point,72.9677543,19.1816132,bus_stop,Swami Vivekanand Chowk,Thane Municipal Transport,4,platform,2040,1,57
Feature,Point,72.9647153,19.1845348,bus_stop,Gynan Sadhana College,Thane Municipal Transport,5,platform,2041,1,57
Feature,Point,72.9625623,19.1879394,bus_stop,Teen Hath Naka,Thane Municipal Transport,6,platform,2042,1,57
Feature,Point,72.9631911,19.1893695,bus_stop,Highway Darshan,Thane Municipal Transport,7,platform,2043,1,57
Feature,Point,72.9623165,19.1956476,bus_stop,Louiswadi,Thane Municipal Transport,8,platform,2044,1,57
Feature,Point,72.9630299,19.1989881,bus_stop,Nitin Company,Thane Municipal Transport,9,platform,2045,1,57
Feature,Point,72.9679433,19.2039671,bus_stop,Cadbury Junction,Thane Municipal Transport,10,platform,2046,1,57
Feature,Point,72.9731159,19.2089657,bus_stop,Jupiter Hospital,Thane Municipal Transport,11,platform,2047,1,57
Feature,Point,72.9773377,19.2144877,bus_stop,Majiwada Naka,Thane Municipal Transport,12,platform,2048,1,57
Feature,Point,72.9777823,19.2162561,bus_stop,Ashapura Mandir,Thane Municipal Transport,13,platform,2049,1,57
Feature,Point,72.9775308,19.2210937,bus_stop,Kapurbavdi,Thane Municipal Transport,14,platform,2050,1,57
Feature,Point,72.97731,19.223448,bus_stop,Tattvagyan Vidyapeeth,Thane Municipal Transport,15,platform,2051,1,57
Feature,Point,72.97723833,19.22491167,bus_stop,Hyde Park,Thane Municipal Transport,16,platform,2052,1,57
Feature,Point,72.9765503,19.2298501,bus_stop,Lokim Company / R Mall,Thane Municipal Transport,17,platform,1913,1,57
Feature,Point,72.9758822,19.2349989,bus_stop,Manpada,Thane Municipal Transport,18,platform,2053,1,57
Feature,Point,72.9754841,19.239052,bus_stop,Mulla Bagh,Thane Municipal Transport,19,platform,2054,1,57
Feature,Point,72.9754764,19.2410314,bus_stop,Azad Nagar Naka,Thane Municipal Transport,20,platform,2055,1,57
Feature,Point,72.9752883,19.2473511,bus_stop,Patli Pada,Thane Municipal Transport,21,platform,2056,1,57
Feature,Point,72.97316833,19.250895,bus_stop,Dongri Pada,Thane Municipal Transport,22,platform,2057,1,57
Feature,Point,72.9722559,19.2527323,bus_stop,Wagh Bill Naka,Thane Municipal Transport,23,platform,2058,1,57
Feature,Point,72.9704796,19.2571152,bus_stop,Panchamrit,Thane Municipal Transport,24,platform,2059,1,57
Feature,Point,72.9691541,19.2604275,bus_stop,Batata Company / Vijay Garden / Dmart,Thane Municipal Transport,25,platform,2060,1,57
Feature,Point,72.9682327,19.2627947,bus_stop,Muchhala College,Thane Municipal Transport,26,platform,2061,1,57
Feature,Point,72.967581,19.2645553,bus_stop,Anand Nagar,Thane Municipal Transport,27,platform,2062,1,57
Feature,Point,72.966598,19.26694,bus_stop,Sainath Nagar,Thane Municipal Transport,28,platform,2063,1,57
Feature,Point,72.9653959,19.2693906,bus_stop,Kasarvadavali Naka,Thane Municipal Transport,29,platform,2064,1,57
Feature,Point,72.9630575,19.2721116,bus_stop,Vedant Hospital Garib Nagar,Thane Municipal Transport,30,platform,2065,1,57
Feature,Point,72.9603292,19.274192,bus_stop,Ovala Gaon,Thane Municipal Transport,31,platform,2066,1,57
Feature,Point,72.9588796,19.2757513,bus_stop,Shri Ram Hospital,Thane Municipal Transport,32,platform,2067,1,57
Feature,Point,72.9550633,19.2810606,bus_stop,Poshmata Mandir,Thane Municipal Transport,33,platform,2068,1,57
Feature,Point,72.951895,19.2835366,bus_stop,Bhainder Pada,Thane Municipal Transport,34,platform,2069,1,57
Feature,Point,72.9411817,19.2851306,bus_stop,Gaimukh Mandir / Jagannath Mahadev Temple,Thane Municipal Transport,35,platform,2070,1,57
Feature,Point,72.936291,19.2851223,bus_stop,Gaimukh,Thane Municipal Transport,36,platform,2071,1,57
Feature,Point,72.922574,19.278765,bus_stop,Kajupada,Thane Municipal Transport,37,platform,2072,1,57
Feature,Point,72.916459,19.2757965,bus_stop,Chena Bridge,Thane Municipal Transport,38,platform,2073,1,57
Feature,Point,72.90710333,19.28226167,bus_stop,"Shashkiy Vishram Gruh Versova, Ghodbunder",Thane Municipal Transport,39,platform,2074,1,57
Feature,Point,72.9045312,19.2849126,bus_stop,Varsova / Fountain Hotel,Thane Municipal Transport,40,platform,2075,1,57
Feature,Point,72.8992691,19.285262,bus_stop,Piyushpani Parshvanath Jain Temple,Thane Municipal Transport,41,platform,2076,1,57
Feature,Point,72.8932579,19.2868123,bus_stop,Ghodbunder Village,Thane Municipal Transport,42,platform,2077,1,57
Feature,Point,72.8890885,19.2761466,bus_stop,Western Hotel / Lakshmi Baug,Thane Municipal Transport,43,platform,2078,1,57
Feature,Point,72.8859945,19.2741294,bus_stop,Kashi Village,Thane Municipal Transport,44,platform,2079,1,57
Feature,Point,72.8823986,19.2727541,bus_stop,Kashimira,Thane Municipal Transport,45,platform,2080,1,57
Feature,Point,72.8816373,19.2759849,bus_stop,Punjab Foundry,Thane Municipal Transport,46,platform,2081,1,57
Feature,Point,72.8788782,19.2784411,bus_stop,Green Park / Pleasant Park,Thane Municipal Transport,47,platform,2082,1,57
Feature,Point,72.8764973,19.2801607,bus_stop,Hatkesh,Thane Municipal Transport,48,platform,2083,1,57
Feature,Point,72.8739355,19.282021,bus_stop,Silver Park,Thane Municipal Transport,49,platform,2084,1,57
Feature,Point,72.8707735,19.2801809,bus_stop,Jangid Circle,Thane Municipal Transport,50,platform,2085,1,57
Feature,Point,72.8679692,19.2820123,bus_stop,Sheetal Sarovar,Thane Municipal Transport,51,platform,2086,1,57
Feature,Point,72.8660831,19.283385,bus_stop,MTNL,Thane Municipal Transport,52,platform,2087,1,57
Feature,Point,72.8645025,19.2835094,bus_stop,Sheetal Nagar,Thane Municipal Transport,53,platform,2088,1,57
Feature,Point,72.8580985,19.2813774,bus_stop,Mira Road Station,Thane Municipal Transport,54,platform,2089,1,57
Feature,Point,72.8579639,19.2815803,bus_stop,Mira Road Station,Thane Municipal Transport,1,platform,2090,0,57
Feature,Point,72.8638375,19.2835367,bus_stop,Sheetal Nagar,Thane Municipal Transport,2,platform,2091,0,57
Feature,Point,72.8659887,19.283585,bus_stop,MTNL,Thane Municipal Transport,3,platform,2092,0,57
Feature,Point,72.8681501,19.2820152,bus_stop,Sheetal Sarovar,Thane Municipal Transport,4,platform,2093,0,57
Feature,Point,72.8707582,19.2803355,bus_stop,Jangid Circle,Thane Municipal Transport,5,platform,2094,0,57
Feature,Point,72.8742411,19.2821455,bus_stop,Silver Park,Thane Municipal Transport,6,platform,2095,0,57
Feature,Point,72.8772381,19.2799762,bus_stop,Hatkesh,Thane Municipal Transport,7,platform,2096,0,57
Feature,Point,72.8789153,19.2787495,bus_stop,Green Park / Pleasant Park,Thane Municipal Transport,8,platform,2097,0,57
Feature,Point,72.8819339,19.2761844,bus_stop,Punjab Foundry,Thane Municipal Transport,9,platform,2098,0,57
Feature,Point,72.8832498,19.272807,bus_stop,Kashimira,Thane Municipal Transport,10,platform,2099,0,57
Feature,Point,72.8856715,19.2744557,bus_stop,Kashi Village,Thane Municipal Transport,11,platform,2100,0,57
Feature,Point,72.8884897,19.2761866,bus_stop,Western Hotel / Lakshmi Baug,Thane Municipal Transport,12,platform,2101,0,57
Feature,Point,72.8935691,19.2869744,bus_stop,Ghodbunder Village,Thane Municipal Transport,13,platform,2102,0,57
Feature,Point,72.8994901,19.2854331,bus_stop,Piyushpani Parshvanath Jain Temple,Thane Municipal Transport,14,platform,2103,0,57
Feature,Point,72.9047598,19.2849897,bus_stop,Varsova / Fountain Hotel,Thane Municipal Transport,15,platform,2104,0,57
Feature,Point,72.9069136,19.2827125,bus_stop,"Shashkiy Vishram Gruh Versova, Ghodbunder",Thane Municipal Transport,16,platform,2105,0,57
Feature,Point,72.9160799,19.2756563,bus_stop,Chena Bridge,Thane Municipal Transport,17,platform,2106,0,57
Feature,Point,72.9226663,19.2790483,bus_stop,Kajupada,Thane Municipal Transport,18,platform,2107,0,57
Feature,Point,72.9358613,19.2852076,bus_stop,Gaimukh,Thane Municipal Transport,19,platform,2108,0,57
Feature,Point,72.9408036,19.2856551,bus_stop,Gaimukh Mandir / Jagannath Mahadev Temple,Thane Municipal Transport,20,platform,2109,0,57
Feature,Point,72.9476466,19.2844686,bus_stop,Imperial Sqaure,Thane Municipal Transport,21,platform,2110,0,57
Feature,Point,72.9522647,19.2837083,bus_stop,Bhainder Pada,Thane Municipal Transport,22,platform,2111,0,57
Feature,Point,72.9554112,19.2809975,bus_stop,Poshmata Mandir,Thane Municipal Transport,23,platform,2112,0,57
Feature,Point,72.9591344,19.2758778,bus_stop,Shri Ram Hospital,Thane Municipal Transport,24,platform,2113,0,57
Feature,Point,72.960555,19.2743994,bus_stop,Ovala Gaon,Thane Municipal Transport,25,platform,2114,0,57
Feature,Point,72.963637,19.2719811,bus_stop,Garib Nagar,Thane Municipal Transport,26,platform,2115,0,57
Feature,Point,72.9655456,19.269706,bus_stop,Kasarvadavali Naka,Thane Municipal Transport,27,platform,2116,0,57
Feature,Point,72.9668787,19.2669558,bus_stop,Sainath Nagar,Thane Municipal Transport,28,platform,2117,0,57
Feature,Point,72.9677712,19.2648075,bus_stop,Anand Nagar,Thane Municipal Transport,29,platform,2118,0,57
Feature,Point,72.9685211,19.2628623,bus_stop,Muchhala College,Thane Municipal Transport,30,platform,2119,0,57
Feature,Point,72.9699382,19.2594187,bus_stop,Batata Company / Vijay Garden / Dmart,Thane Municipal Transport,31,platform,2120,0,57
Feature,Point,72.9708576,19.257281,bus_stop,Panchamrit,Thane Municipal Transport,32,platform,2121,0,57
Feature,Point,72.9725544,19.2529047,bus_stop,Wagh Bill Naka,Thane Municipal Transport,33,platform,2122,0,57
Feature,Point,72.9733693,19.2510333,bus_stop,Dongri Pada,Thane Municipal Transport,34,platform,2123,0,57
Feature,Point,72.9759683,19.2461199,bus_stop,Patli Pada,Thane Municipal Transport,35,platform,2124,0,57
Feature,Point,72.9759031,19.2410256,bus_stop,Azad Nagar Naka,Thane Municipal Transport,36,platform,2125,0,57
Feature,Point,72.9758019,19.239326,bus_stop,Mulla Bagh,Thane Municipal Transport,37,platform,2126,0,57
Feature,Point,72.976287,19.2352846,bus_stop,Manpada,Thane Municipal Transport,38,platform,2127,0,57
Feature,Point,72.9768588,19.2301964,bus_stop,Lokim Company / R Mall,Thane Municipal Transport,39,platform,2128,0,57
Feature,Point,72.9775719,19.2241833,bus_stop,Hyde Park,Thane Municipal Transport,40,platform,2129,0,57
Feature,Point,72.9776168,19.2239243,bus_stop,Tattvagyan Vidyapeeth,Thane Municipal Transport,41,platform,2130,0,57
Feature,Point,72.977997,19.2208132,bus_stop,Kapurbavdi,Thane Municipal Transport,42,platform,2131,0,57
Feature,Point,72.9781352,19.2157388,bus_stop,Ashapura Mandir / Majiwada Naka,Thane Municipal Transport,43,platform,2132,0,57
Feature,Point,72.9779948,19.2143158,bus_stop,Majiwada,Thane Municipal Transport,44,platform,2133,0,57
Feature,Point,72.9746029,19.2097011,bus_stop,Siddhivinayak Tower,Thane Municipal Transport,45,platform,2134,0,57
Feature,Point,72.9725186,19.2076677,bus_stop,Flower Valley,Thane Municipal Transport,46,platform,2135,0,57
Feature,Point,72.9687139,19.2040495,bus_stop,Cadbury Junction,Thane Municipal Transport,47,platform,2136,0,57
Feature,Point,72.9634117,19.1988488,bus_stop,Nitin Company,Thane Municipal Transport,48,platform,2137,0,57
Feature,Point,72.9652732,19.1842694,bus_stop,Gynan Sadhana College,Thane Municipal Transport,49,platform,2138,0,57
Feature,Point,72.9675653,19.1817775,bus_stop,Swami Vivekanand Chowk,Thane Municipal Transport,50,platform,2139,0,57
Feature,Point,72.9704806,19.1825321,bus_stop,Shaskiya Niwas Kopri,Thane Municipal Transport,51,platform,2140,0,57
